Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Supervisiona,Licença_2semanas,Licença_ano,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,TAMesc
37.4,1.0,5.65,12.3,33.0,1.2,1.0,1.3,7.0,7.0,5.33,7.0,7.0,6.33,4.2,1.8,3.6,3.6,5.22,1.4,0.8,5.6,3.75,5.42
24.0,2.0,4.0,4.0,40.0,1.0,1.0,1.0,6.92,6.67,6.33,6.67,6.5,5.67,4.0,3.0,3.8,3.8,4.67,1.4,0.0,6.2,3.25,5.42
40.0,1.0,19.0,19.0,40.0,1.0,1.0,1.0,6.17,5.0,6.0,6.5,2.5,5.67,4.2,2.4,3.2,3.0,5.67,1.0,0.8,4.4,3.5,5.42
29.0,2.0,4.0,6.0,40.0,1.0,2.0,2.0,7.0,6.67,6.0,6.5,7.0,7.0,3.6,3.4,3.6,3.0,5.0,5.0,1.0,5.4,3.75,5.42
52.0,2.0,26.0,30.0,20.0,1.0,1.0,1.0,6.67,6.33,6.0,6.67,7.0,6.0,4.0,2.4,4.2,4.4,5.44,1.0,1.2,4.8,4.25,5.42
54.0,2.0,31.0,33.0,40.0,1.0,1.0,1.0,7.0,6.67,6.0,6.0,6.0,6.0,4.2,3.8,2.8,3.0,5.78,0.6,0.0,4.0,4.0,1.784
38.0,2.0,12.0,13.0,21.9,2.0,1.0,1.0,7.0,6.67,6.67,5.67,7.0,4.33,4.6,3.0,3.6,4.4,6.0,2.4,0.0,5.8,5.0,2.9110000000000005
35.0,2.0,5.0,8.0,40.0,2.0,1.0,2.0,6.42,6.33,5.67,6.0,6.0,5.33,4.0,3.4,4.0,3.2,5.33,0.8,0.2,5.6,4.0,2.431
35.0,2.0,1.0,13.0,40.0,2.0,1.0,1.0,6.42,6.33,5.0,6.0,6.0,6.0,4.2,2.4,3.0,3.2,5.33,2.2,2.4,5.2,3.5,2.255
26.0,2.0,1.0,4.0,40.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.33,4.8,4.6,4.2,4.6,5.56,4.8,1.2,5.25,4.75,2.5509999999999997
22.0,5.0,5.0,3.0,20.0,1.0,1.0,1.0,6.83,6.67,6.33,6.33,6.5,6.33,4.6,2.6,4.0,3.4,5.89,0.6,0.0,6.0,4.0,2.3900000000000006
41.0,2.0,14.0,14.0,20.0,2.0,1.0,1.0,7.0,7.0,7.0,6.33,7.0,6.0,4.0,2.8,2.25,3.8,4.89,3.4,1.75,6.0,5.0,3.548000000000002
47.0,2.0,7.0,28.0,40.0,1.0,1.0,2.0,5.33,5.33,2.33,4.5,5.0,2.33,3.0,2.6,2.8,2.6,1.89,6.0,4.2,3.8,3.0,4.335000000000002
40.5,2.1,0.4,15.0,20.0,1.0,1.0,1.0,3.75,4.0,5.0,5.83,6.0,4.0,3.8,2.2,1.6,1.6,5.89,1.0,0.2,6.0,5.0,3.6670000000000007
45.0,2.0,15.0,25.0,6.0,2.0,2.0,1.0,6.58,5.67,5.33,6.0,7.0,5.33,4.8,3.0,4.0,4.0,4.78,4.6,0.8,5.2,2.25,1.988
49.6,2.1,16.0,34.0,20.0,1.0,1.0,1.0,7.0,7.0,6.33,7.0,7.0,6.33,4.2,2.0,3.8,4.0,5.78,2.8,0.2,6.0,4.0,2.682000000000001
43.0,2.0,0.5,24.0,40.0,1.0,1.0,1.0,6.83,5.33,4.67,6.33,6.5,6.0,4.2,3.8,3.0,4.2,5.67,1.8,0.6,5.8,3.75,1.5900000000000003
38.0,2.0,5.0,16.0,20.0,1.0,1.0,2.0,6.92,6.67,5.0,6.17,5.5,6.0,3.6,3.2,3.4,4.2,4.89,3.2,0.2,5.8,3.0,1.5900000000000003
36.0,2.0,1.0,11.1,22.0,1.0,1.0,1.0,5.58,5.67,6.0,5.83,4.0,6.67,5.0,3.2,4.6,4.6,5.89,0.0,0.4,7.0,3.0,1.5900000000000003
34.0,2.0,11.0,11.0,44.0,1.0,1.0,2.0,5.17,3.67,4.0,2.67,5.0,2.0,2.8,3.8,2.6,2.2,2.33,5.0,1.6,4.0,3.5,1.5900000000000003
38.0,2.0,1.0,17.0,40.0,1.0,1.0,1.0,6.83,6.33,6.0,6.0,6.0,5.0,4.2,1.6,3.75,4.0,5.56,1.8,0.2,6.0,4.0,1.5900000000000003
29.0,2.0,3.0,3.0,44.0,2.0,1.0,1.0,6.58,5.67,5.0,4.83,6.0,4.33,4.4,2.0,2.0,3.6,5.44,2.6,0.8,4.8,3.5,1.5900000000000003
37.0,2.0,1.0,16.0,40.0,1.0,1.0,1.0,6.25,6.0,6.0,6.0,6.0,6.67,4.4,3.2,3.4,3.6,5.44,2.4,0.4,3.2,2.75,1.5900000000000003
56.0,2.0,23.0,37.0,20.0,1.0,1.0,1.0,6.67,6.0,6.33,5.83,6.0,6.0,4.4,3.6,4.0,3.8,5.44,0.8,0.6,4.4,2.75,1.5900000000000003
38.0,2.0,4.0,4.0,42.0,1.0,1.0,1.0,6.08,6.0,4.67,4.83,5.0,3.67,4.4,3.6,2.6,3.8,3.56,6.0,2.0,4.2,3.25,1.5900000000000003
41.0,2.0,16.0,16.0,22.0,2.0,1.0,1.0,7.0,7.0,5.33,6.83,5.0,6.0,3.8,2.6,3.8,3.6,5.33,3.6,0.0,6.0,4.0,1.5900000000000003
33.0,3.0,5.0,11.1,20.0,2.0,1.0,1.0,6.92,6.0,4.67,6.0,7.0,6.0,4.6,2.0,3.4,4.8,5.33,2.0,0.0,5.8,2.5,1.5900000000000003
33.0,1.0,1.0,6.0,22.0,1.0,1.0,1.0,6.33,7.0,7.0,7.0,7.0,6.67,4.6,3.2,4.0,4.6,6.0,0.2,0.0,6.2,5.0,1.5900000000000003
40.4,2.0,3.0,17.0,20.0,1.0,1.0,1.0,6.83,7.0,6.67,6.67,7.0,6.67,4.8,4.0,4.6,4.8,5.78,2.2,0.0,6.8,4.75,1.5900000000000003
31.0,2.0,0.08,8.0,22.0,1.0,1.0,2.0,6.92,5.0,5.33,4.67,6.0,6.0,4.8,3.2,4.0,3.6,5.56,1.2,1.0,5.6,4.25,1.5900000000000003
39.0,6.0,15.0,15.0,20.0,1.0,1.0,1.0,6.83,7.0,4.67,6.33,5.5,5.0,3.8,2.4,3.0,4.4,5.33,5.2,1.0,3.8,3.0,1.5900000000000003
53.0,2.0,2.0,24.2,20.0,1.0,1.0,1.0,6.58,6.0,3.33,5.5,4.5,5.0,4.6,3.4,4.0,4.0,6.0,1.2,0.0,5.0,4.0,1.5900000000000003
39.0,2.0,4.0,11.7,22.0,1.0,1.0,1.0,6.25,4.0,4.67,5.8,6.5,6.33,2.2,2.4,4.2,4.2,5.88,0.0,1.2,5.4,3.5,1.5900000000000003
35.0,2.0,2.0,10.0,22.0,1.0,1.0,2.0,6.92,4.0,4.33,5.6,6.0,4.67,4.4,2.2,3.6,3.6,5.33,3.0,0.2,5.2,2.67,1.5900000000000003
40.0,2.0,7.0,19.0,16.0,1.0,1.0,1.0,6.5,6.67,6.67,6.83,7.0,6.0,4.0,3.4,3.8,3.6,5.67,0.8,0.2,5.4,3.75,1.5900000000000003
31.0,2.0,5.0,5.0,22.0,1.0,1.0,1.0,6.33,5.67,4.67,5.33,4.5,5.0,3.6,2.8,2.0,3.6,5.33,1.4,0.0,5.8,4.0,1.5900000000000003
40.0,2.0,1.0,3.0,20.0,1.0,1.0,1.0,6.92,6.67,6.67,6.83,7.0,6.67,4.4,1.8,4.0,4.6,5.33,2.6,0.0,3.6,4.25,1.5900000000000003
42.0,2.0,2.0,14.0,22.0,1.0,1.0,1.0,7.0,6.33,7.0,6.0,7.0,6.67,4.8,3.0,4.4,4.6,6.0,1.6,0.0,6.0,4.0,1.5900000000000003
39.0,2.0,5.0,19.0,22.0,1.0,1.0,1.0,7.0,6.67,6.33,7.0,7.0,6.67,5.0,2.75,3.8,5.0,5.89,0.0,0.0,6.8,4.75,1.5900000000000003
57.0,2.0,27.0,32.0,33.4,2.0,1.0,1.0,6.83,5.0,5.0,6.33,7.0,7.0,5.0,5.0,4.2,4.8,6.0,1.6,0.0,7.0,4.5,1.5900000000000003
41.0,1.0,18.0,18.0,22.0,2.0,1.0,1.0,7.0,5.33,5.67,5.5,4.5,6.0,3.8,3.4,3.2,3.6,4.89,1.6,0.0,5.0,4.0,1.5900000000000003
29.0,8.0,1.0,5.0,28.6,2.0,1.0,1.0,5.92,5.67,4.33,5.83,5.5,5.67,4.0,2.6,4.0,3.4,4.67,3.8,1.8,5.4,3.0,1.5900000000000003
35.0,3.0,7.0,9.0,22.0,2.0,1.0,1.0,6.0,5.0,4.67,6.0,6.0,5.0,4.2,1.8,2.8,4.2,5.56,2.4,0.2,5.8,2.75,1.5900000000000003
36.0,2.0,12.0,12.0,22.0,1.0,1.0,1.0,5.25,2.33,3.67,4.0,4.0,4.0,3.2,4.4,2.6,2.4,1.33,5.0,2.0,3.8,2.25,1.5900000000000003
40.0,2.0,20.0,20.0,16.0,1.0,1.0,2.0,6.83,6.5,5.67,6.0,6.0,5.0,4.8,2.0,3.2,4.6,5.22,5.0,0.0,6.2,3.25,1.5900000000000003
57.0,2.0,28.0,38.0,22.0,1.0,1.0,1.0,6.91,6.33,6.0,6.0,6.0,6.0,4.2,2.6,3.4,3.6,5.0,1.8,0.4,4.0,3.5,1.5900000000000003
33.0,2.0,3.0,10.0,22.0,1.0,1.0,1.0,6.83,6.33,6.0,5.17,6.0,4.67,4.6,3.8,3.8,4.6,4.89,2.2,1.8,5.2,3.5,1.5900000000000003
39.0,2.0,18.0,20.0,20.0,1.0,1.0,2.0,6.75,6.0,5.0,5.83,6.0,6.0,4.6,3.6,2.6,4.2,4.56,2.8,1.0,4.0,2.25,3.4380000000000015
35.0,2.0,8.0,11.0,5.0,1.0,1.0,1.0,5.75,4.0,5.67,5.33,5.0,6.0,3.8,2.6,3.2,3.4,3.67,2.8,0.8,5.0,3.75,4.308000000000001
33.0,2.0,2.0,6.0,22.0,2.0,1.0,2.0,6.75,6.0,6.33,6.17,6.0,6.0,4.0,4.0,4.0,4.0,5.56,1.8,2.6,5.8,5.0,2.1100000000000003
32.0,2.0,2.0,8.0,20.0,1.0,1.0,2.0,7.0,6.67,6.67,6.5,6.5,6.0,4.4,3.4,3.2,3.4,5.67,3.2,1.2,6.0,4.25,2.8820000000000006
40.0,2.0,7.0,17.0,22.0,1.0,1.0,1.0,7.0,5.67,5.0,5.5,6.0,6.0,4.25,3.2,4.0,4.6,5.0,3.0,1.8,6.0,3.0,3.081000000000001
48.0,2.0,7.0,30.0,22.0,1.0,1.0,2.0,7.0,6.67,6.0,6.67,7.0,7.0,4.4,2.8,3.4,4.0,5.0,1.2,0.0,5.0,4.0,0.96
31.0,2.0,1.0,5.0,22.0,2.0,1.0,2.0,6.5,6.33,6.0,6.0,5.5,4.67,4.4,3.4,3.6,4.2,5.33,3.2,0.8,5.8,4.0,0.96
40.0,2.0,11.0,13.0,22.0,1.0,1.0,1.0,7.0,6.67,6.0,6.67,7.0,6.67,5.0,2.2,4.0,4.6,6.0,1.4,0.4,6.2,4.0,0.96
50.0,2.0,2.0,31.0,22.0,1.0,1.0,1.0,7.0,6.33,7.0,6.17,5.0,7.0,4.6,3.0,4.0,4.8,5.0,0.6,0.0,5.8,5.0,1.705
55.0,2.0,0.16,20.8,20.0,1.0,1.0,1.0,6.67,6.0,5.5,5.83,6.0,5.67,3.8,3.0,3.8,4.2,5.89,0.0,0.6,6.2,4.0,1.9200000000000006
37.0,2.0,1.0,3.0,32.0,1.0,1.0,1.0,6.58,5.33,5.67,4.83,5.5,4.33,4.2,3.0,2.6,2.6,4.78,4.0,1.8,5.4,4.0,1.9770000000000003
36.0,2.0,0.16,6.0,4.0,1.0,1.0,1.0,6.33,5.67,5.67,6.33,7.0,6.0,4.25,3.2,3.25,3.25,5.56,1.0,1.2,5.2,4.0,1.9790000000000003
41.0,2.0,2.0,5.0,22.0,1.0,1.0,1.0,6.91,6.67,6.33,7.0,6.0,6.0,4.6,2.4,3.6,3.6,5.89,2.6,0.4,6.2,4.0,1.5990000000000002
40.0,2.0,6.0,12.0,22.0,2.0,1.0,1.0,6.42,5.33,6.0,6.67,5.0,6.0,4.2,3.2,4.4,4.4,5.33,2.2,0.0,5.2,5.0,2.5970000000000004
48.0,2.0,7.0,25.0,22.0,2.0,1.0,1.0,7.0,6.33,5.67,6.5,7.0,6.33,4.2,3.6,4.0,4.0,5.33,2.5,0.0,7.0,4.25,2.1640000000000006
47.0,2.0,4.0,27.0,22.0,1.0,1.0,1.0,6.92,6.67,5.0,6.17,4.5,5.33,4.2,3.2,3.6,4.6,6.0,1.8,0.2,6.2,4.0,1.06
49.0,2.0,10.0,28.0,40.0,2.0,1.0,1.0,7.0,6.67,6.33,5.5,7.0,5.67,4.0,3.8,4.4,4.4,5.22,2.2,0.2,6.2,4.75,1.06
47.0,2.0,9.0,27.0,32.0,1.0,1.0,2.0,6.75,6.0,5.33,5.5,6.5,4.67,4.4,3.8,3.2,4.0,5.78,2.6,1.6,4.8,4.5,1.06
53.0,2.0,20.0,32.0,20.0,1.0,1.0,1.0,6.92,6.33,5.67,6.67,5.5,6.0,3.8,4.0,3.4,4.0,5.11,4.2,3.25,4.6,4.0,1.06
39.0,2.0,1.0,5.0,22.0,1.0,1.0,1.0,6.67,6.67,4.67,6.33,7.0,5.33,4.4,3.6,3.6,3.6,5.0,3.8,0.6,5.6,3.25,1.0600000000000005
51.0,2.0,18.0,30.0,40.0,1.0,1.0,1.0,6.83,6.0,5.0,6.0,6.0,6.0,4.2,3.8,3.2,3.6,5.22,1.2,2.6,4.0,4.25,1.0600000000000005
50.0,1.0,5.0,32.0,40.0,2.0,1.0,1.0,6.08,5.67,5.67,6.0,5.5,5.33,3.8,3.2,3.6,3.2,5.56,2.4,2.4,5.2,3.75,1.0600000000000005
34.0,2.0,3.6,4.6,20.0,1.0,1.0,1.0,5.92,5.67,5.67,5.67,7.0,6.33,4.8,2.6,2.8,3.8,5.56,0.4,0.8,5.2,4.75,1.0600000000000005
46.0,2.0,2.0,17.8,4.0,1.0,1.0,2.0,6.83,6.67,5.67,6.5,7.0,6.33,4.6,2.0,4.0,4.6,5.56,1.4,0.0,5.2,4.0,1.0600000000000005
35.0,2.0,2.0,2.0,20.0,1.0,1.0,1.0,6.42,5.67,7.0,5.0,6.5,5.33,4.2,2.8,3.4,2.2,5.0,4.0,0.6,5.2,4.25,1.0600000000000005
30.0,2.0,4.0,5.0,22.0,1.0,1.0,1.0,6.75,6.33,6.0,6.5,7.0,6.33,4.8,4.2,2.8,3.6,5.67,2.8,0.4,6.0,4.0,1.0600000000000005
33.0,2.0,4.0,5.0,20.0,2.0,1.0,2.0,6.25,5.67,3.67,6.0,6.0,3.67,4.0,3.4,2.0,3.4,4.11,5.0,4.4,3.8,3.25,1.07
49.0,2.0,1.0,26.0,20.0,1.0,1.0,1.0,6.17,7.0,6.0,7.0,6.0,4.67,4.4,2.8,3.8,5.0,5.67,2.0,0.2,6.0,3.5,1.07
38.0,2.0,3.0,12.0,40.0,2.0,1.0,1.0,7.0,5.67,6.0,6.83,7.0,6.33,3.8,2.8,3.4,4.0,5.89,1.4,0.0,6.2,5.0,1.07
47.0,2.0,1.0,24.0,44.0,2.0,1.0,1.0,6.67,6.67,3.33,6.33,7.0,6.67,4.4,3.2,4.4,4.0,5.89,1.6,0.2,6.6,5.0,1.07
42.0,2.0,6.0,22.0,40.0,2.0,1.0,2.0,6.92,5.33,6.0,6.0,6.0,5.0,4.2,2.0,2.8,4.0,5.0,3.6,1.2,5.4,4.75,2.46
37.0,2.0,0.16,15.0,40.0,2.0,1.0,1.0,7.0,7.0,7.0,6.33,7.0,6.0,4.2,3.0,4.2,4.4,6.0,1.0,0.0,6.6,5.0,1.4009999999999998
45.0,2.0,12.0,16.6,31.2,2.0,1.0,1.0,6.83,5.33,5.67,6.0,6.0,5.0,3.75,3.8,4.2,4.0,4.44,4.0,1.5,2.8,4.0,2.1639999999999997
55.0,2.0,20.0,26.0,22.0,1.0,1.0,1.0,6.42,6.33,5.33,6.33,7.0,7.0,4.4,4.2,4.2,4.2,6.0,1.8,0.0,6.6,3.5,2.1340000000000003
48.0,2.0,1.0,12.4,40.0,2.0,1.0,1.0,7.0,6.67,7.0,6.5,6.0,6.0,4.8,3.6,4.5,5.0,5.78,1.6,1.0,6.8,5.0,1.9280000000000002
45.0,2.0,25.0,25.3,35.4,2.0,1.0,2.0,6.75,5.67,5.0,5.17,5.5,4.67,4.4,3.2,4.0,3.8,4.56,3.6,0.4,4.0,4.0,4.1480000000000015
40.0,2.0,4.0,20.0,27.5,2.0,1.0,1.0,6.17,5.67,4.67,5.17,6.5,4.67,4.2,3.0,4.0,4.8,5.11,3.0,0.4,6.0,3.5,3.0460000000000003
37.0,2.0,4.0,17.0,20.0,1.0,1.0,1.0,5.92,6.0,3.33,6.0,6.0,4.0,4.6,2.0,1.6,2.2,1.56,3.4,0.6,3.6,3.0,1.08
31.0,2.0,2.0,7.0,20.0,1.0,1.0,1.0,6.58,6.67,2.33,6.33,7.0,4.33,4.2,3.8,3.8,4.2,4.11,2.4,1.2,3.8,3.5,1.08
30.0,2.0,1.0,6.0,40.0,2.0,1.0,2.0,6.67,3.67,6.67,5.5,5.0,5.33,3.4,1.6,2.5,3.6,5.56,3.0,1.25,4.6,2.25,1.08
21.0,1.0,1.0,2.0,20.0,1.0,1.0,1.0,6.17,5.33,4.0,5.17,6.0,5.67,4.0,2.6,2.4,3.6,5.0,3.6,3.4,6.0,3.5,1.08
37.0,2.0,3.0,16.0,20.0,1.0,2.0,2.0,7.0,6.33,4.33,5.5,5.5,4.33,4.4,2.2,2.4,3.4,4.44,3.6,2.0,6.0,2.5,2.936
34.0,2.0,2.0,12.0,20.0,1.0,1.0,1.0,6.92,6.33,5.33,6.5,6.0,6.0,4.0,3.0,2.8,3.2,4.11,2.8,1.8,2.8,2.75,3.585
18.0,5.0,1.0,2.0,25.0,2.0,1.0,1.0,6.33,4.67,5.0,5.17,6.0,5.0,4.2,2.8,4.4,3.8,5.33,3.4,0.6,5.4,3.0,3.345000000000001
35.0,2.0,7.0,9.0,40.0,1.0,1.0,1.0,5.92,4.67,4.67,5.83,2.5,4.33,3.8,3.0,2.6,2.6,4.56,4.2,0.8,5.8,3.75,3.3229999999999995
40.0,1.0,16.0,19.0,20.0,1.0,1.0,1.0,6.5,4.33,2.33,4.17,5.5,4.67,3.4,3.4,3.6,2.6,3.44,4.2,3.2,3.4,4.0,3.6610000000000005
41.1,2.0,3.0,10.0,20.0,2.0,1.0,1.0,6.44,7.0,6.33,6.33,5.5,6.67,3.6,1.8,3.2,3.4,5.63,5.4,1.0,5.8,4.0,3.874000000000001
23.0,5.0,3.499,10.6,20.0,1.0,1.0,1.0,6.92,6.67,7.0,6.83,6.5,6.67,4.67,2.33,4.5,2.4,6.38,1.2,0.0,5.0,5.0,3.9290000000000007
45.0,2.0,5.0,20.0,40.0,2.0,1.0,2.0,6.25,6.0,6.0,5.83,6.0,5.0,3.2,2.6,2.6,2.6,4.44,3.8,0.8,6.2,3.5,3.1319999999999997
34.0,1.0,12.0,12.0,20.0,1.0,1.0,1.0,5.83,4.33,4.33,4.67,5.0,5.0,4.4,3.0,1.8,2.6,5.0,3.8,2.8,6.0,3.5,3.316000000000001
24.0,2.0,1.0,6.0,50.0,1.0,1.0,1.0,6.75,6.0,5.0,6.83,5.0,6.0,4.2,2.0,2.4,3.4,4.56,3.0,1.4,5.4,3.5,4.262000000000001
45.0,2.0,11.0,12.0,20.0,1.0,1.0,1.0,6.5,4.0,3.0,5.0,4.5,4.67,4.2,3.0,2.4,2.4,3.78,4.4,3.0,5.4,3.5,3.503
49.0,2.0,11.0,27.0,40.0,1.0,1.0,1.0,7.0,7.0,3.67,7.0,7.0,5.67,4.8,2.0,2.4,3.6,5.0,4.4,1.0,4.8,3.0,2.3790000000000004
33.0,7.0,5.0,7.0,50.0,1.0,1.0,1.0,5.5,4.0,4.0,4.5,5.5,4.0,4.4,3.6,2.0,3.6,4.67,3.0,1.8,4.2,4.0,4.15
28.0,2.0,2.0,2.0,20.0,1.0,1.0,1.0,6.0,5.33,5.67,6.0,1.0,6.0,4.0,3.0,3.0,2.75,6.0,2.8,0.0,5.0,3.75,3.4530000000000003
39.0,2.0,0.66,7.0,26.3,1.0,1.0,2.0,7.0,7.0,6.33,5.67,6.0,5.67,4.8,1.8,3.6,3.6,4.89,5.0,2.4,5.8,3.5,3.569
37.0,2.0,2.0,10.0,20.0,1.0,1.0,1.0,6.25,5.67,5.0,5.83,3.5,4.33,4.2,3.8,3.0,4.0,4.78,2.8,1.6,5.8,4.0,3.898000000000001
42.0,2.0,7.0,7.0,40.0,1.0,1.0,1.0,7.0,6.33,6.0,6.0,6.5,5.67,3.6,6.4,3.6,4.2,5.56,3.4,1.2,4.6,2.0,3.695999999999998
31.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,6.42,4.0,5.0,5.67,5.5,5.67,4.4,4.4,3.4,3.4,5.44,3.4,3.2,5.4,4.5,3.271000000000001
43.0,2.0,21.0,22.0,44.0,2.0,1.0,1.0,6.92,6.67,6.0,6.17,5.5,5.67,3.8,3.2,3.8,3.4,5.67,5.8,1.4,4.4,3.0,4.289999999999999
24.0,6.0,1.0,2.0,20.0,2.0,1.0,1.0,5.75,5.67,6.67,5.67,4.0,4.33,3.4,3.0,2.8,2.2,5.78,0.2,0.6,7.0,5.0,5.601000000000002
49.0,2.0,13.0,20.0,60.0,1.0,1.0,1.0,6.92,6.0,6.0,5.5,6.0,5.0,3.8,3.2,2.4,3.6,5.33,0.6,0.4,5.8,4.0,3.325
54.0,2.0,1.83,23.0,20.0,1.0,1.0,1.0,7.0,5.67,4.33,6.33,6.0,6.0,4.6,4.0,3.0,4.0,12.11,5.0,3.0,6.0,3.0,3.7099999999999995
36.0,6.0,5.0,16.0,20.0,1.0,1.0,2.0,6.33,6.33,2.67,5.33,4.5,4.33,4.67,1.33,1.0,2.67,5.89,1.4,0.0,6.8,4.5,4.348000000000001
46.0,2.0,6.0,12.0,25.0,1.0,1.0,1.0,7.0,7.0,4.33,7.0,7.0,6.33,5.0,3.4,3.6,4.8,5.11,3.8,1.8,5.0,2.75,4.517000000000001
40.0,2.0,8.0,18.0,40.0,1.0,1.0,2.0,6.5,6.33,4.33,5.83,5.5,5.33,4.4,4.6,3.2,4.4,5.44,1.8,1.2,5.0,3.75,4.093
36.8,1.0,0.33,4.0,12.0,1.0,1.0,1.0,6.5,6.33,5.33,5.5,6.0,4.33,4.4,1.2,2.8,3.4,2.44,0.0,0.0,0.0,3.0,3.9880000000000018
50.0,2.0,20.0,20.0,20.0,1.0,1.0,1.0,6.92,6.0,5.0,6.33,6.5,6.0,4.0,3.6,3.2,3.25,5.33,2.4,0.2,6.8,4.75,3.3069999999999995
50.0,2.0,6.0,28.0,20.0,1.0,1.0,1.0,6.0,6.0,6.33,6.17,6.0,3.0,5.0,3.0,3.6,4.6,4.33,4.2,1.0,3.4,1.0,3.2760000000000007
44.0,2.0,18.0,18.0,20.0,1.0,1.0,1.0,5.92,5.33,5.0,5.83,6.0,5.0,4.4,2.5,1.75,3.0,5.17,4.0,0.33,5.2,3.0,3.8510000000000004
60.0,2.0,34.0,34.0,20.0,1.0,1.0,1.0,6.67,6.0,4.0,6.33,6.0,6.0,4.6,2.2,2.6,3.8,5.56,1.4,0.6,5.8,4.75,4.647000000000001
40.7,2.0,2.0,15.8,20.0,1.0,1.0,1.0,6.75,5.67,2.67,5.33,6.5,4.67,3.4,3.2,2.4,2.6,5.13,2.2,0.0,5.8,3.5,3.852000000000001
50.0,2.0,12.0,12.0,20.0,1.0,1.0,1.0,6.92,4.0,3.0,7.0,7.0,7.0,5.0,4.6,1.2,4.0,5.89,0.8,1.2,6.6,4.25,2.6270000000000007
35.0,6.0,1.0,5.0,20.0,1.0,1.0,2.0,6.5,6.0,5.0,3.33,7.0,5.0,3.6,2.2,4.25,4.2,5.56,1.6,0.4,4.8,4.5,2.087
31.0,1.0,7.0,9.0,30.0,1.0,1.0,1.0,6.58,5.33,4.33,6.67,6.5,7.0,3.0,3.0,3.6,3.0,5.11,3.2,1.2,6.2,4.25,1.53
20.0,5.0,0.7,0.7,30.0,1.0,1.0,1.0,6.58,7.0,5.67,4.5,6.0,6.0,4.8,3.0,2.2,2.0,5.22,5.2,0.4,4.0,2.75,1.53
30.0,1.0,0.4,0.4,20.0,1.0,1.0,1.0,6.08,5.33,5.33,5.0,6.0,5.0,3.0,3.2,2.6,2.6,5.0,4.2,1.4,5.4,3.0,1.53
32.0,6.0,2.0,3.0,30.0,1.0,1.0,1.0,7.0,7.0,6.33,6.33,7.0,4.67,4.0,3.0,2.2,2.0,5.33,3.6,2.4,5.4,4.0,1.53
21.0,1.0,1.0,3.0,30.0,1.0,1.0,1.0,5.33,5.67,3.33,6.0,5.5,6.0,4.0,3.4,3.6,4.4,4.44,3.8,1.2,4.0,3.25,1.53
27.0,2.0,2.0,7.0,30.0,1.0,1.0,1.0,5.83,7.0,5.33,5.5,3.0,5.33,3.6,2.8,3.4,3.4,5.89,0.4,0.0,3.2,4.0,1.53
31.0,1.0,4.0,6.0,30.0,1.0,2.0,1.0,6.33,3.67,3.67,4.67,5.0,5.0,2.8,3.4,2.4,3.2,0.22,6.0,4.0,3.4,1.5,1.53
27.0,1.0,3.0,8.0,30.0,1.0,1.0,1.0,6.0,6.0,2.33,5.83,5.5,3.67,3.8,3.2,2.0,2.0,2.11,6.0,2.6,1.8,3.75,1.53
28.0,1.0,6.0,6.0,30.0,1.0,1.0,1.0,6.42,6.67,5.0,6.17,7.0,6.33,3.8,3.0,3.2,3.8,5.33,3.4,2.2,6.0,4.0,1.53
50.0,1.0,6.0,17.0,30.0,1.0,1.0,1.0,6.0,5.67,4.0,6.0,5.5,5.33,4.0,2.4,2.2,2.6,5.33,3.2,0.0,4.6,3.5,1.53
17.0,3.9,0.1,5.17,30.0,1.0,1.0,1.0,5.5,4.0,4.33,5.0,5.5,6.0,4.4,4.6,3.4,3.6,4.44,5.2,1.2,6.8,3.75,1.53
36.0,1.0,0.2,3.0,20.0,1.0,2.0,1.0,7.0,7.0,5.33,6.5,7.0,6.0,4.0,2.2,2.8,4.6,5.44,1.5,0.0,6.2,4.0,1.53
22.0,5.0,1.0,2.0,30.0,1.0,1.0,1.0,6.25,5.67,6.0,6.67,6.5,5.33,3.4,2.8,3.6,3.6,5.33,2.2,1.6,5.6,3.75,1.53
19.0,5.0,0.4,2.0,30.0,1.0,1.0,1.0,6.0,6.0,5.33,6.0,7.0,5.0,5.0,3.4,4.2,3.8,4.0,3.4,1.2,5.8,3.75,1.53
40.0,1.0,1.0,15.0,30.0,1.0,1.0,1.0,5.92,6.33,4.67,6.0,4.5,6.0,4.2,2.25,2.6,4.0,5.22,2.4,0.4,6.0,3.25,1.53
43.0,1.0,4.0,4.0,30.0,1.0,1.0,1.0,6.17,6.0,3.67,6.0,6.0,3.33,4.2,3.4,2.8,3.2,4.56,4.6,4.8,4.0,3.5,1.53
23.0,5.0,4.0,7.0,50.0,1.0,1.0,1.0,6.92,6.0,5.67,6.5,7.0,7.0,5.0,3.0,4.6,4.6,5.56,2.2,1.2,5.0,4.0,1.0600000000000005
56.0,1.9,23.0,23.0,30.0,1.0,1.0,1.0,4.92,5.67,5.0,5.5,6.5,6.33,3.8,4.0,3.6,3.8,5.22,2.2,2.0,4.6,3.75,1.0600000000000005
