Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Supervisiona,Licença_2semanas,Licença_ano,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,TAMesc
45.0,2.0,6.0,11.9,4.0,1.0,1.0,1.0,6.83,6.67,6.0,6.83,7.0,7.0,4.4,4.2,3.8,3.8,5.33,4.4,1.2,5.4,3.5,3.77
39.0,7.0,6.0,24.0,40.0,2.0,1.0,1.0,6.67,6.67,6.0,7.0,7.0,7.0,4.4,2.4,4.2,4.4,5.0,3.4,0.0,4.4,2.25,3.77
34.0,1.0,7.0,11.0,40.0,2.0,1.0,1.0,6.0,1.0,5.0,6.0,7.0,6.0,3.8,3.4,2.8,2.6,5.22,3.0,0.8,4.0,3.25,3.77
21.0,2.0,5.0,8.0,40.0,2.0,1.0,1.0,5.42,6.33,5.67,4.83,3.5,5.33,4.4,2.6,3.0,4.6,2.11,6.0,0.8,5.2,4.5,3.77
34.0,2.0,6.0,6.0,40.0,2.0,1.0,1.0,4.5,6.67,3.0,6.67,7.0,7.0,4.6,2.8,1.4,3.2,3.56,3.4,0.8,6.2,2.0,3.77
21.0,1.0,2.0,2.0,40.0,1.0,1.0,1.0,6.42,5.67,5.33,6.0,5.0,6.0,3.6,2.8,2.4,2.4,4.78,3.0,0.2,5.4,4.0,3.77
38.0,2.0,7.0,13.0,20.0,1.0,1.0,1.0,6.42,5.67,4.67,5.83,6.0,5.67,4.2,3.4,3.2,2.8,5.56,5.0,0.0,6.6,4.5,3.77
41.0,3.0,0.66,11.0,20.0,1.0,1.0,1.0,5.92,5.0,4.33,4.5,5.0,5.67,3.8,2.6,3.0,3.8,5.11,3.8,1.2,5.8,3.75,3.77
33.0,1.0,0.66,7.0,40.0,1.0,1.0,1.0,5.92,5.67,3.33,4.67,6.5,5.0,3.6,3.4,2.8,4.0,5.89,0.8,0.6,5.4,3.75,3.77
49.0,2.0,9.0,12.0,40.0,2.0,1.0,1.0,5.67,4.67,4.0,6.0,6.0,5.33,3.6,1.8,3.0,3.2,5.11,4.6,1.0,3.2,2.0,3.77
35.0,1.0,3.0,16.0,40.0,1.0,1.0,1.0,5.42,6.0,4.67,5.67,6.0,6.0,4.2,3.2,2.4,2.8,5.78,2.0,1.2,5.2,3.5,3.77
32.0,2.0,6.0,14.0,40.0,2.0,1.0,1.0,7.0,7.0,5.33,6.83,6.0,5.0,4.4,2.6,3.0,3.2,4.44,4.6,2.4,3.8,3.25,3.77
45.0,2.0,4.0,15.7,20.0,1.0,1.0,2.0,7.0,6.67,6.67,7.0,4.0,7.0,4.6,4.2,4.8,4.4,5.56,5.0,0.8,6.0,3.25,3.77
26.0,2.0,6.0,6.0,20.0,1.0,1.0,1.0,6.92,6.33,5.0,6.83,6.0,5.0,4.4,2.4,3.0,3.8,5.0,1.6,2.0,5.8,3.25,3.77
45.0,2.0,3.0,22.0,20.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.67,3.4,3.0,3.6,4.0,5.44,1.8,0.0,5.8,3.0,3.77
31.0,2.0,8.0,13.0,40.0,2.0,1.0,1.0,12.58,6.67,6.33,6.17,4.5,5.0,4.0,2.6,3.6,4.0,4.78,5.0,3.8,5.0,3.0,3.77
42.0,2.0,14.0,20.0,40.0,2.0,1.0,1.0,6.75,7.0,7.0,6.83,5.5,6.0,4.4,3.6,4.8,5.0,5.78,4.0,2.0,6.2,3.5,3.77
31.0,1.0,3.0,14.0,40.0,1.0,1.0,1.0,6.92,6.0,4.67,4.33,5.0,6.0,3.4,2.0,2.6,3.4,4.67,1.8,1.0,4.4,2.5,3.77
26.0,2.0,4.0,4.0,20.0,1.0,1.0,1.0,6.42,5.67,5.33,6.0,5.5,5.67,3.4,3.2,3.6,3.4,3.56,1.4,1.2,4.8,3.0,3.77
49.0,2.0,5.0,18.1,20.0,1.0,1.0,2.0,6.36,6.0,3.67,6.17,4.0,5.0,4.4,3.8,1.75,3.8,4.89,0.8,0.6,5.8,3.0,3.77
31.0,2.0,5.0,13.0,40.0,1.0,1.0,1.0,5.83,4.33,4.33,6.67,7.0,6.33,3.8,3.6,3.4,2.8,1.44,4.4,1.8,4.8,5.0,3.77
28.0,2.0,3.0,11.0,40.0,1.0,1.0,1.0,6.83,6.0,6.0,6.67,3.5,5.33,4.6,2.8,3.6,3.0,3.56,1.2,0.0,4.6,2.25,3.77
24.0,2.0,2.0,7.0,40.0,1.0,1.0,1.0,6.75,4.67,3.67,5.33,5.5,6.0,4.0,2.8,2.4,4.0,5.22,3.0,0.4,4.6,4.25,3.77
32.6,2.0,6.0,13.0,40.0,1.0,1.0,1.0,7.0,6.33,3.0,6.33,6.0,6.0,4.4,2.8,3.6,3.2,5.0,5.2,2.2,5.4,2.0,3.77
28.0,2.0,5.0,10.0,40.0,1.0,1.0,1.0,6.5,6.0,1.0,7.0,7.0,7.0,5.0,1.8,2.6,5.0,2.11,6.0,1.8,5.4,4.5,3.77
29.0,1.0,6.0,7.0,40.0,1.0,1.0,1.0,6.83,5.67,4.33,6.17,4.0,4.33,3.8,2.8,1.4,3.2,1.56,4.4,1.4,4.2,3.25,3.77
27.0,1.0,3.0,5.0,40.0,1.0,1.0,1.0,6.33,7.0,6.0,5.83,6.5,5.67,4.2,3.2,3.2,4.4,5.33,2.0,1.2,3.6,5.0,4.783999999999998
42.0,2.0,5.0,13.0,27.8,1.0,1.0,1.0,6.75,7.0,3.0,5.67,3.5,5.0,4.4,3.6,2.4,4.0,5.0,4.6,5.0,3.0,5.0,4.305
32.0,2.0,8.0,10.0,20.4,2.0,2.0,2.0,6.5,5.0,3.33,4.67,5.0,3.67,4.0,2.8,3.6,3.4,2.71,5.6,4.0,3.6,1.0,5.4670000000000005
41.0,2.0,14.0,15.0,40.0,1.0,1.0,1.0,6.08,5.67,4.67,5.5,5.0,5.0,4.2,3.0,2.4,3.0,5.33,3.0,2.8,5.4,4.0,3.6449999999999987
27.0,6.0,6.0,8.0,40.0,1.0,1.0,1.0,7.0,5.67,5.0,5.83,5.5,6.0,3.8,2.4,2.2,3.2,5.33,2.6,0.0,5.8,3.5,4.213999999999999
62.0,1.0,5.0,42.0,20.0,1.0,1.0,2.0,6.67,5.67,5.33,5.33,6.5,6.0,3.6,3.6,2.8,2.8,5.33,4.0,1.8,6.2,3.0,3.4120000000000013
52.0,1.0,15.0,25.0,40.0,1.0,1.0,1.0,6.67,6.33,5.67,6.0,5.0,6.0,4.0,4.0,4.2,3.6,6.0,0.6,0.0,2.75,2.5,2.817000000000001
42.0,2.0,3.0,15.0,40.0,1.0,1.0,1.0,7.0,6.33,3.67,4.5,6.5,4.33,4.6,2.8,3.4,3.6,5.33,3.0,1.0,3.6,2.25,3.845999999999999
43.0,1.0,5.0,3.0,20.0,1.0,1.0,1.0,7.0,6.33,6.67,6.0,4.0,5.67,4.6,1.6,3.2,4.2,6.0,0.6,0.2,4.6,3.75,3.4510000000000005
37.0,2.0,7.0,10.0,20.0,1.0,1.0,1.0,7.0,6.33,5.33,7.0,6.0,5.67,4.8,3.4,2.8,3.4,5.11,2.2,0.4,4.8,1.75,4.029999999999999
38.0,1.0,8.0,16.0,40.0,1.0,2.0,2.0,5.92,5.67,5.0,5.67,6.0,6.0,3.2,2.2,2.4,3.2,5.22,4.2,0.0,5.0,3.0,3.0829999999999993
35.0,3.0,10.0,12.8,20.0,1.0,2.0,1.0,5.92,5.33,3.67,6.0,5.5,5.33,3.6,4.2,2.2,3.4,5.22,3.2,1.4,4.6,4.25,4.153000000000001
61.0,1.0,8.0,30.0,20.0,1.0,1.0,1.0,6.92,6.67,3.0,6.17,5.0,7.0,4.4,2.8,2.2,3.8,5.44,2.0,0.0,5.8,5.0,3.057000000000001
35.0,2.0,1.0,16.0,40.0,2.0,1.0,1.0,7.0,6.33,6.0,6.17,6.0,6.0,4.2,4.0,4.0,3.8,5.33,2.2,0.6,6.8,5.0,3.719
51.0,1.0,14.0,18.0,40.0,1.0,1.0,2.0,6.25,4.33,4.67,6.0,7.0,7.0,3.6,4.2,3.8,3.2,5.56,1.4,0.0,6.2,4.75,3.179
41.0,1.0,4.0,15.8,20.0,1.0,1.0,1.0,6.0,5.67,4.0,4.33,4.0,4.0,3.6,4.0,2.6,2.6,3.56,4.8,3.2,6.0,3.0,3.333000000000001
42.0,1.0,2.0,19.0,20.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,3.4,3.2,3.2,3.2,3.44,6.0,2.0,1.0,3.5,3.4450000000000003
45.0,2.0,7.0,12.0,40.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.4,4.6,4.2,4.2,5.22,6.0,5.0,2.0,2.5,3.4209999999999985
28.0,2.0,3.0,6.0,40.0,1.0,1.0,1.0,7.0,6.67,6.33,6.67,6.0,6.33,4.6,2.6,2.0,4.2,5.89,0.6,0.0,6.2,4.75,4.215999999999998
50.0,1.0,15.0,25.0,20.0,1.0,1.0,1.0,6.08,6.0,6.33,5.67,5.0,5.0,3.6,3.0,2.0,2.6,5.67,2.0,0.2,5.8,3.25,3.1469999999999994
43.0,3.0,6.0,11.0,20.0,1.0,1.0,1.0,6.67,6.67,5.0,6.5,7.0,6.0,4.8,2.6,4.2,4.2,6.0,1.4,1.2,5.2,4.0,3.1370000000000013
27.0,3.0,8.0,13.0,20.0,1.0,1.0,1.0,5.83,5.33,5.67,6.0,6.0,5.33,3.2,3.0,3.0,4.0,5.11,1.0,1.0,6.0,4.0,4.039999999999998
39.0,2.0,6.0,19.0,40.0,1.0,1.0,1.0,6.92,7.0,6.33,6.83,5.0,4.0,3.6,3.0,2.0,2.4,4.89,4.0,1.0,6.0,3.5,4.191999999999998
33.0,2.0,10.0,15.0,40.0,1.0,1.0,2.0,6.0,4.67,2.33,5.67,6.0,6.0,3.8,3.2,3.4,3.6,5.33,4.2,1.2,5.2,2.25,3.4010000000000007
28.0,7.0,6.0,7.0,16.0,1.0,1.0,1.0,6.83,4.33,4.0,6.0,4.5,5.67,5.0,2.8,3.0,4.2,5.22,1.8,0.0,7.0,4.75,4.178
32.0,2.0,5.0,10.0,40.0,1.0,1.0,1.0,6.33,5.67,5.33,5.83,6.0,6.0,4.0,3.4,4.0,3.2,4.89,2.8,0.4,5.2,4.5,3.5300000000000002
39.0,2.0,14.0,20.0,40.0,1.0,1.0,1.0,6.08,7.0,6.0,6.0,5.5,7.0,4.0,3.8,3.6,4.0,5.67,3.6,0.0,6.6,5.0,3.819
44.0,2.0,4.0,24.0,40.0,1.0,1.0,2.0,6.83,5.67,5.67,5.83,5.5,6.0,3.8,2.0,3.2,3.6,5.78,2.8,1.2,6.0,3.5,2.3559999999999994
29.0,2.0,9.0,9.0,40.0,1.0,1.0,1.0,6.08,6.0,5.33,5.67,5.0,5.0,3.4,3.2,3.4,3.2,3.0,3.4,2.2,4.6,3.75,3.947
46.0,6.0,3.0,22.0,40.0,1.0,1.0,1.0,7.0,4.67,5.33,5.0,5.5,5.33,3.8,2.6,3.0,3.6,5.11,4.0,1.0,5.2,3.75,2.4419999999999997
33.0,2.0,2.0,12.0,40.0,1.0,1.0,1.0,7.0,7.0,5.33,7.0,7.0,5.33,2.6,2.8,2.2,2.4,4.56,3.0,1.0,5.6,4.25,3.595
49.0,2.0,12.0,8.0,40.0,1.0,1.0,1.0,6.33,6.33,5.0,6.0,6.0,3.67,3.4,2.2,3.0,3.5,4.89,2.0,0.4,1.8,0.5,3.3409999999999997
45.0,2.0,15.0,16.0,40.0,1.0,1.0,1.0,6.0,5.33,5.0,5.33,6.0,4.67,3.8,3.4,3.0,3.4,5.33,4.0,0.8,4.4,3.5,2.6739999999999995
64.0,1.0,12.0,30.0,20.0,1.0,1.0,1.0,6.83,6.33,4.33,6.0,6.5,6.33,4.2,2.25,1.8,2.8,5.89,1.4,0.0,6.8,5.0,3.8570000000000007
27.0,1.0,6.0,8.0,20.0,1.0,1.0,1.0,7.0,7.0,6.0,5.83,6.0,6.0,4.0,1.6,2.8,2.8,5.33,2.4,0.0,5.8,3.5,3.9419999999999993
33.0,2.0,12.0,18.0,40.0,1.0,1.0,1.0,7.0,7.0,7.0,6.67,6.5,4.67,3.8,3.8,4.0,4.0,4.0,4.4,4.4,5.6,3.0,2.889
31.0,8.0,1.0,11.0,40.0,1.0,1.0,1.0,5.92,5.33,6.0,5.83,6.0,5.0,4.0,3.0,3.2,4.0,5.56,2.6,0.0,5.6,4.25,4.267999999999999
34.0,5.0,9.0,12.0,30.0,1.0,1.0,1.0,6.25,5.67,3.67,5.0,7.0,5.0,4.2,2.0,2.6,3.0,5.33,2.2,1.0,5.4,5.0,3.8360000000000007
34.0,6.0,9.0,10.0,40.0,1.0,1.0,1.0,6.08,5.33,3.67,5.17,6.0,4.0,4.2,3.4,3.6,4.2,5.22,3.0,1.0,5.2,3.25,3.7000000000000006
32.0,1.0,8.0,12.0,40.0,1.0,1.0,1.0,6.17,5.67,4.67,6.33,3.5,5.33,4.0,3.0,2.2,3.2,2.44,5.8,1.2,5.2,4.75,3.809000000000002
24.0,2.0,3.0,9.0,40.0,1.0,1.0,1.0,7.0,7.0,5.67,7.0,6.0,6.0,4.4,3.4,4.2,4.6,6.0,1.0,0.0,5.2,2.75,4.090999999999999
39.0,2.0,5.0,18.0,40.0,1.0,1.0,1.0,6.0,6.33,5.33,6.0,6.5,5.33,3.4,3.4,1.8,2.6,5.44,4.6,2.4,4.8,3.25,2.8379999999999996
33.0,2.0,5.0,10.0,20.0,2.0,1.0,2.0,6.33,6.0,5.67,5.33,5.5,4.33,3.2,2.0,2.0,3.0,4.88,4.2,0.0,5.0,1.25,3.2079999999999993
50.0,2.0,8.0,11.0,40.0,1.0,1.0,1.0,6.25,5.67,5.0,6.0,5.5,5.33,3.6,2.8,2.2,3.0,5.0,2.6,0.2,5.0,3.0,2.7469999999999994
41.0,2.0,8.0,9.0,40.0,1.0,1.0,1.0,7.0,6.33,5.33,7.0,7.0,6.0,3.8,1.0,2.8,4.0,6.0,3.2,0.0,5.0,4.0,3.944
46.0,2.0,2.0,25.0,40.0,1.0,1.0,2.0,5.92,6.0,5.67,5.0,5.5,5.0,3.6,3.6,3.8,3.6,5.44,5.0,5.0,4.0,2.0,3.064999999999999
26.0,3.0,2.0,2.0,40.0,1.0,1.0,1.0,6.75,5.33,5.67,4.83,5.0,4.67,3.8,2.8,2.4,2.4,4.0,5.6,4.2,4.0,2.5,5.807999999999999
40.0,2.0,8.0,8.0,40.0,1.0,1.0,1.0,7.0,7.0,6.33,6.5,7.0,6.0,3.0,2.0,4.2,3.4,5.44,4.6,1.2,2.8,3.0,3.188999999999999
40.0,2.0,6.0,13.0,40.0,2.0,1.0,1.0,6.5,5.67,5.67,5.5,6.0,5.0,3.8,3.0,2.4,2.8,3.78,3.0,1.2,4.4,3.0,4.015
40.0,2.0,5.0,11.0,40.0,2.0,1.0,1.0,7.0,7.0,5.0,5.0,6.0,4.67,5.0,2.6,4.2,4.2,4.78,2.4,0.2,6.0,3.5,3.6390000000000002
42.0,2.0,8.1,12.0,20.0,1.0,1.0,1.0,5.33,5.0,3.33,5.5,4.0,5.0,3.4,2.6,1.6,2.0,5.22,4.2,0.4,2.0,2.75,3.4560000000000004
58.0,1.0,12.0,30.0,60.0,1.0,1.0,1.0,7.0,7.0,30.33,7.0,7.0,7.0,4.4,3.6,4.4,4.6,5.11,5.0,5.0,4.8,1.75,3.9259999999999993
44.0,2.0,14.0,18.0,40.0,1.0,1.0,1.0,7.0,5.67,4.67,7.0,7.0,7.0,4.4,4.6,3.0,3.8,5.22,2.6,1.2,4.2,4.75,3.315
33.0,3.0,8.0,10.0,40.0,1.0,1.0,1.0,6.08,25.67,3.67,4.17,4.0,5.0,4.0,2.0,1.8,3.2,3.89,4.8,0.0,3.6,2.75,3.9130000000000003
54.0,2.0,20.0,25.9,20.0,1.0,1.0,1.0,5.5,6.0,4.67,6.0,6.0,6.0,3.8,4.0,4.0,3.4,5.78,4.2,0.8,5.4,3.75,1.2940000000000003
61.0,2.0,22.0,23.0,20.0,1.0,1.0,1.0,6.42,6.0,6.0,6.33,6.5,4.0,4.4,3.6,3.0,3.6,5.33,1.2,0.0,6.2,4.0,1.528
62.0,1.0,22.0,24.0,40.0,1.0,1.0,1.0,7.0,6.33,7.0,6.67,6.0,6.0,5.0,5.0,3.6,4.0,4.78,3.4,3.4,6.2,3.25,1.1770000000000003
45.0,2.0,13.0,20.0,40.0,1.0,1.0,1.0,6.92,5.0,4.0,7.0,6.0,6.0,3.8,2.0,3.4,4.0,5.5,0.75,0.0,5.4,4.25,1.1770000000000003
53.0,2.0,4.0,32.0,20.0,1.0,1.0,1.0,6.67,4.33,3.67,7.0,4.5,5.67,4.8,2.0,3.0,4.2,6.0,0.4,1.0,5.0,4.25,2.0650000000000004
52.0,1.0,0.5,22.0,40.0,2.0,1.0,1.0,5.92,3.67,2.67,4.67,5.5,5.0,4.4,2.0,3.6,4.2,5.78,2.0,0.4,6.0,3.0,1.0600000000000005
55.0,1.0,0.4,28.0,40.0,1.0,1.0,1.0,5.83,6.0,2.67,5.5,7.0,6.0,4.0,4.0,1.6,3.8,5.56,1.6,1.2,6.2,4.0,1.0600000000000005
39.0,3.0,8.0,13.0,20.0,1.0,1.0,2.0,6.58,5.67,6.0,6.83,3.5,6.0,3.8,2.0,2.6,2.4,5.22,4.4,1.2,5.0,2.5,1.0600000000000005
58.0,1.0,5.0,27.0,36.0,1.0,1.0,1.0,6.42,5.33,5.67,6.5,5.5,5.33,4.2,1.8,2.6,3.5,4.89,2.0,0.25,4.2,4.0,1.0600000000000005
53.0,1.0,1.0,27.0,20.0,1.0,1.0,1.0,7.0,6.67,4.67,6.5,6.5,6.0,4.4,2.4,3.8,4.0,6.0,0.6,0.4,7.0,4.5,1.0600000000000005
46.0,1.0,7.0,8.0,20.0,1.0,1.0,1.0,6.08,4.33,4.33,4.67,6.0,6.0,3.8,3.0,3.2,3.6,5.0,2.2,1.0,5.6,4.75,1.0600000000000005
51.0,2.0,6.0,16.0,40.0,1.0,1.0,2.0,6.58,6.0,6.0,6.83,3.5,6.33,4.2,2.0,2.2,3.0,5.33,3.0,1.2,4.4,2.5,1.0600000000000005
52.0,2.0,5.0,29.0,50.0,2.0,1.0,2.0,6.5,4.67,6.33,6.33,6.5,6.0,4.2,3.5,3.6,4.0,5.22,1.6,1.0,3.8,3.25,1.0600000000000005
45.0,1.0,19.0,20.0,40.0,1.0,1.0,1.0,6.17,7.0,5.33,6.0,7.0,5.33,5.0,4.2,4.6,4.2,5.56,3.4,0.4,4.6,4.25,1.0600000000000005
26.0,2.0,0.5,4.0,20.0,1.0,1.0,1.0,6.42,6.33,3.67,5.67,5.5,3.67,4.6,1.2,2.2,4.2,5.11,5.0,5.8,4.0,3.0,1.0600000000000005
65.0,1.0,10.0,16.0,20.0,1.0,1.0,1.0,6.92,5.33,5.67,6.67,7.0,7.0,4.8,3.0,3.2,3.8,6.0,0.2,0.2,5.8,4.25,2.23
43.0,2.0,5.0,18.0,20.0,1.0,1.0,1.0,6.42,6.33,5.0,5.5,3.5,6.0,4.6,3.6,2.6,4.0,5.89,1.2,0.0,7.0,4.0,2.23
50.0,2.0,5.0,24.0,8.0,1.0,1.0,1.0,6.92,6.33,5.0,6.17,6.5,5.0,4.4,4.0,3.8,3.8,4.67,2.6,0.0,3.6,3.0,2.23
45.0,1.0,9.0,19.0,8.0,1.0,1.0,1.0,6.17,4.67,4.67,3.83,2.0,4.0,3.0,2.4,2.2,2.2,3.33,3.2,0.0,3.4,5.0,2.23
68.0,1.0,15.0,17.0,29.3,1.0,2.0,1.0,6.92,7.0,7.0,7.0,7.0,7.0,5.0,4.4,3.6,4.6,6.0,2.4,0.0,7.0,5.0,2.23
54.0,2.0,18.0,24.4,20.0,1.0,1.0,2.0,6.82,6.67,3.67,6.0,6.0,3.67,4.2,3.2,3.4,3.2,4.0,5.8,2.4,1.4,1.0,2.23
49.4,2.0,1.0,30.0,40.0,2.0,1.0,1.0,6.83,6.0,5.67,6.17,4.0,4.67,5.0,3.4,3.4,3.6,5.89,1.4,0.0,6.4,5.0,2.23
46.0,2.0,17.0,19.0,55.0,1.0,1.0,1.0,6.33,4.67,6.0,4.67,6.0,4.33,2.8,2.8,2.4,3.0,5.0,5.0,1.0,1.0,3.0,2.23
46.0,2.0,13.0,26.0,40.0,2.0,1.0,1.0,7.0,5.33,5.0,6.67,7.0,6.67,5.0,2.8,4.2,4.6,5.78,1.2,1.2,5.8,5.0,2.23
40.0,2.0,18.0,18.0,20.0,1.0,1.0,1.0,6.92,6.67,6.0,5.83,6.0,6.0,4.2,1.6,3.4,4.0,5.11,3.4,0.4,3.6,4.5,2.23
42.0,2.0,5.0,18.0,20.0,1.0,1.0,1.0,6.75,5.67,5.67,6.0,4.0,5.33,3.6,3.2,2.4,1.8,4.89,0.6,0.2,6.6,4.0,2.23
48.0,1.0,17.0,30.0,20.0,1.0,1.0,1.0,6.75,6.67,7.0,6.5,6.5,5.0,4.6,3.2,2.8,3.2,5.67,1.6,0.0,3.4,2.0,2.23
55.0,1.0,27.0,30.0,20.0,1.1,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,4.6,3.0,4.2,4.8,5.89,0.8,0.0,7.0,4.0,2.23
46.0,1.0,15.85,20.0,20.0,1.0,1.0,1.0,6.33,5.33,6.67,5.5,4.0,6.0,4.6,4.0,3.6,2.8,5.0,2.6,1.0,3.4,5.0,2.23
69.0,2.0,16.0,45.0,2.0,1.0,1.0,1.0,6.92,6.33,6.33,6.5,6.5,5.0,4.8,4.2,2.2,3.8,5.78,2.6,0.2,7.0,5.0,2.23
66.0,2.0,11.0,38.0,20.0,1.0,1.0,1.0,7.0,5.33,5.0,5.67,7.0,5.67,4.4,3.6,3.0,4.4,6.0,0.0,1.2,6.8,4.25,2.23
44.0,2.0,4.0,19.0,14.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,4.6,3.8,2.4,3.8,6.0,1.4,0.0,7.0,4.0,2.23
40.0,2.0,2.0,19.0,36.0,1.0,1.0,1.0,5.25,4.33,5.67,5.0,5.0,5.67,3.6,3.0,3.0,3.0,4.0,4.0,1.4,6.0,3.0,2.23
41.0,2.0,2.0,15.1,8.0,1.0,1.0,1.0,6.75,6.0,5.67,7.0,4.0,7.0,4.8,3.2,4.2,4.8,5.67,1.8,1.0,5.8,4.0,3.38
47.0,2.0,23.0,22.0,20.0,1.0,2.0,1.0,2.25,2.5,5.67,5.67,5.5,5.67,4.8,3.2,4.0,3.8,5.0,4.2,0.0,6.0,4.0,3.38
53.0,2.0,6.0,31.0,20.0,1.0,1.0,1.0,7.0,6.67,6.67,6.83,7.0,6.0,4.6,2.8,3.4,4.0,5.67,5.0,3.0,4.8,4.5,3.38
50.0,2.0,17.0,23.9,20.0,1.1,1.0,1.0,6.25,6.0,6.0,6.17,6.0,6.67,5.0,4.4,2.8,4.2,5.11,2.75,0.0,6.0,4.0,3.38
40.0,3.0,18.0,19.0,40.0,1.0,1.0,1.0,7.0,6.33,4.33,6.17,7.0,5.0,4.4,3.6,2.8,3.8,4.78,3.8,1.2,5.8,4.0,3.38
46.0,2.0,10.0,23.0,18.0,1.0,1.0,1.0,5.67,6.0,6.0,6.33,5.5,6.0,4.4,3.0,3.4,3.6,5.33,2.4,1.0,5.4,3.75,3.38
54.0,2.0,2.0,26.0,20.0,1.0,1.0,1.0,6.5,6.0,5.67,6.17,6.0,5.33,3.8,2.6,3.0,4.8,5.89,0.8,0.4,5.6,4.25,3.38
45.9,2.0,4.0,24.0,18.0,1.0,1.0,1.0,7.0,6.33,6.33,6.17,7.0,5.33,3.8,4.2,1.6,2.4,4.11,4.4,1.4,5.8,2.5,3.38
45.9,2.0,20.0,22.6,20.0,1.0,1.0,1.0,6.0,5.33,4.33,6.83,6.5,7.0,4.2,2.4,3.4,4.6,5.11,5.2,1.0,4.0,3.5,3.38
41.0,2.0,17.0,18.0,40.0,1.0,1.0,1.0,6.42,6.0,4.67,6.0,6.5,6.0,4.4,3.4,3.4,4.0,5.0,3.0,0.6,4.8,3.5,3.38
38.0,2.0,1.0,18.0,40.0,2.0,1.0,1.0,7.0,5.67,7.0,6.83,6.0,6.0,4.6,4.6,4.8,4.8,5.67,2.0,0.2,5.8,5.0,3.38
37.0,2.0,14.0,14.0,20.0,1.0,1.0,1.0,6.58,6.0,5.67,5.83,6.5,5.67,4.0,2.4,3.2,3.6,5.56,2.2,0.2,5.8,3.25,3.38
43.0,2.0,1.0,19.0,31.0,2.0,1.0,1.0,6.5,6.33,5.67,6.0,6.0,5.33,4.6,3.2,3.8,3.4,5.33,1.6,0.33,7.0,5.0,3.38
53.0,1.0,1.0,23.0,40.0,2.0,1.0,2.0,6.33,5.33,4.0,5.17,5.5,4.0,4.6,2.2,3.6,4.8,5.56,4.0,0.0,6.2,3.25,3.38
55.0,1.0,6.0,30.0,16.0,1.0,1.0,1.0,6.58,4.0,4.67,5.67,6.0,6.0,4.8,2.6,3.0,3.8,5.67,1.2,0.2,6.4,4.0,3.38
42.0,2.0,5.0,15.0,40.0,1.0,1.0,1.0,6.67,6.33,4.0,5.67,6.5,7.0,3.6,3.0,2.4,2.6,5.0,4.8,0.5,5.2,3.75,3.38
40.0,2.0,18.0,20.0,20.0,1.0,1.0,2.0,6.5,6.0,4.33,7.0,7.0,5.67,4.8,3.6,2.4,4.6,4.22,4.0,2.4,5.0,4.75,3.38
48.0,1.0,18.0,20.0,20.0,1.0,1.0,1.0,7.0,5.67,6.0,6.33,6.0,6.0,5.0,4.4,4.6,5.0,5.67,3.4,0.0,6.2,4.0,3.38
42.0,1.0,8.0,18.0,18.0,1.0,1.0,1.0,6.33,6.0,5.0,5.33,5.0,5.0,3.8,3.0,2.8,2.4,3.78,3.6,1.0,5.4,3.0,3.38
45.0,1.0,21.0,25.0,40.0,1.0,1.0,1.0,7.0,5.67,3.0,5.33,7.0,5.67,4.6,3.25,3.0,3.6,5.89,3.0,1.0,5.0,4.0,3.38
52.0,2.0,26.0,28.0,20.0,1.0,1.0,2.0,6.75,6.33,6.0,7.0,7.0,6.33,4.6,3.4,3.0,4.6,6.0,1.2,1.2,4.4,3.5,3.38
52.0,1.0,25.0,28.0,20.0,1.0,1.0,1.0,7.0,6.67,6.0,7.0,7.0,7.0,5.0,2.6,3.25,4.0,6.0,0.2,0.4,6.2,4.0,3.38
53.0,2.0,12.0,21.0,20.0,1.0,1.0,1.0,7.0,5.67,5.67,6.0,7.0,6.67,3.8,2.8,3.4,3.4,5.67,2.6,1.4,5.4,2.25,3.38
51.0,1.0,2.0,27.0,40.0,1.0,1.0,1.0,6.92,7.0,4.33,5.17,6.5,4.33,4.2,3.2,1.4,3.6,5.38,1.4,2.2,6.6,4.75,3.38
59.0,1.0,6.0,30.0,20.0,1.0,1.0,1.0,7.0,5.0,2.67,7.0,4.0,7.0,5.0,4.6,3.2,4.6,6.0,4.8,3.0,6.2,4.0,3.38
42.0,2.0,14.0,20.0,40.0,1.0,1.0,1.0,7.0,6.5,3.67,4.67,4.5,4.0,4.4,2.6,3.0,4.2,5.33,5.0,0.2,3.6,4.0,3.38
40.0,1.0,9.0,12.0,20.0,1.0,1.0,1.0,6.75,6.33,6.0,6.17,6.0,6.0,5.0,3.8,4.2,4.6,5.44,5.0,1.2,6.0,4.5,3.38
37.0,2.0,2.0,18.0,40.0,2.0,1.0,1.0,6.5,6.33,5.67,5.83,7.0,7.0,3.8,3.0,3.0,3.6,5.89,2.6,0.2,5.6,4.0,1.43
