municipio,numero_escolas_trabalha,tipo_escola,niveis_escola,idade,sexo,formacao,area_ed_inf,area_ef_finais,area_ef_iniciais,area_ens_medio,area_ens_tec,contrato,tempo_escola,tempo_profissao,hrs_semanais,numero_professores,supervisiona,licenca_2semanas,licenca_ano,quantotempo,scv,saude,exaustao
Sananduva,1,2,,45,2,2,0,0,0,1,0,1,19,20,50,48,1,1,2,3,5,2,"4,2"
Marau,1,1,2,45,2,2,0,0,1,0,0,1,4,18,40,,1,1,1,,5,2,"4,6"
Erechim,2,1,2,45,2,2,0,1,0,0,0,1,6,25,20,68,1,1,1,,5,2,5
Erechim,1,1,2,45,2,2,1,0,1,0,0,1,7,20,40,68,1,1,1,,5,2,"5,4"
Passo Fundo,2,1,1,45,2,2,0,0,1,0,0,1,3,,2,,1,1,2,30,1,2,"4,4"
Passo Fundo,2,1,2,45,2,2,0,1,0,1,0,3,2,18,60,34,2,1,1,,5,1,"2,8"
Erechim,1,1,5,45,2,1,1,0,0,0,0,1,17,24,8,51,1,1,1,,2,1,"4,2"
Espumoso,1,1,2,46,2,2,0,1,1,0,0,,,,,,,,,,7,5,"1,2"
Marau,2,1,2,46,2,2,0,0,1,0,0,1,4,25,40,35,1,1,1,,6,5,5
Passo Fundo,2,3,2,46,2,2,0,0,1,0,0,1,7,10,10,23,1,1,1,,5,5,"3,8"
Espumoso,2,1,2,46,2,1,1,0,1,0,0,1,,20,20,,1,1,1,,3,5,"2,6"
Passo Fundo,2,3,2,46,2,2,0,0,1,0,0,1,1,7,64,28,1,1,1,,7,4,"0,8"
Marau,1,1,2,46,2,2,0,0,1,0,0,1,15,28,40,44,2,1,1,,7,4,"1,2"
Tapera,1,1,2,46,2,1,1,0,0,0,0,1,1,1,44,39,2,1,1,,7,4,"1,4"
Getúlio Vargas,2,1,2,46,2,2,0,1,0,0,0,1,7,21,22,,1,1,1,,6,4,1
Erechim,1,1,5,46,2,1,1,0,0,0,0,1,3,4,40,51,1,1,1,,6,4,1
Passo Fundo,1,3,3,46,2,3,0,0,0,1,0,2,19,20,4,,1,1,1,,6,4,1
Ibiaçá,2,1,,46,2,2,0,0,1,0,0,1,22,22,20,,2,1,2,35,6,4,"1,5"
Espumoso,2,1,2,46,2,2,0,1,0,0,0,1,10,23,18,50,1,1,1,,6,4,"2,4"
Tapera,1,1,5,46,2,1,0,0,1,0,0,1,5,25,,,1,1,1,,6,4,"4,6"
Passo Fundo,1,3,5,46,2,2,0,1,1,0,0,1,19,24,42,97,2,1,1,,5,4,"1,4"
Marau,2,1,2,46,2,2,0,1,0,0,0,1,5,24,60,50,1,1,1,,5,4,"3,6"
Erechim,1,1,2,46,2,6,0,0,1,0,0,1,3,22,40,100,1,1,1,,5,4,4
Passo Fundo,1,1,1,46,2,1,1,0,0,0,0,1,4,16,44,13,1,1,1,,5,4,"4,6"
Passo Fundo,1,3,5,46,2,3,1,0,1,0,0,1,23,27,32,97,2,1,1,,5,4,"4,8"
Estação,2,1,2,46,2,2,1,0,1,0,0,1,16,24,22,19,1,1,1,,5,4,"4,8"
Marau,1,1,2,46,2,2,0,0,1,0,0,2,1,18,40,35,1,1,1,,7,3,"2,4"
Passo Fundo,1,1,1,46,2,3,1,0,0,0,0,1,5,12,30,12,1,1,1,,6,3,"0,6"
Tapera,2,1,1,46,1,2,0,0,0,1,0,1,19,20,60,,2,1,1,,6,3,"1,4"
Erechim,1,1,1,46,2,2,1,0,0,0,0,1,6,24,8,25,1,1,1,,6,3,"1,8"
Erechim,1,4,4,46,2,2,1,0,0,1,0,1,6,24,8,37,2,1,1,,6,3,"3,6"
Tapejara,2,1,2,46,1,2,0,1,0,0,0,1,6,12,25,55,1,1,1,,6,3,"3,8"
Ibiaçá,1,1,,46,2,2,0,1,0,1,0,1,20,20,40,,1,1,1,,6,3,"4,6"
Getúlio Vargas,2,1,1,46,2,2,1,0,0,0,0,1,5,,20,,1,1,1,,5,3,"2,8"
Passo Fundo,2,1,2,46,2,2,0,0,1,0,0,1,"0,75",27,40,,1,1,2,15,5,3,"3,4"
Tapejara,1,1,1,46,1,2,0,1,0,0,0,1,5,18,20,,1,1,1,,5,3,"4,2"
Passo Fundo,1,3,2,46,2,2,0,1,1,0,0,1,6,12,40,23,2,1,1,,5,3,5
Estação,2,2,2,46,2,2,1,0,1,0,0,1,10,10,4,7,1,1,1,,5,3,"5,2"
Getúlio Vargas,2,1,2,46,2,2,0,1,0,0,0,1,8,23,20,,2,1,1,,4,3,"3,4"
Erechim,1,1,2,46,1,1,0,1,1,0,0,1,4,22,40,80,1,1,1,,4,3,"3,6"
Tio Hugo,2,1,2,46,2,2,0,1,0,0,0,1,13,27,40,18,1,1,1,,4,3,"4,2"
Marau,2,1,2,46,2,2,0,0,1,0,0,1,2,29,40,35,1,1,1,,4,3,"5,2"
Erechim,1,1,2,46,1,2,0,1,0,1,0,1,2,12,20,15,1,1,1,,1,3,3
Passo Fundo,1,1,1,46,2,2,1,0,0,0,0,1,"1,5",28,30,16,1,1,1,,,3,"2,6"
Marau,2,1,2,46,2,2,0,0,1,0,0,1,1,16,40,35,1,2,2,5,,3,"3,8"
Taquaruçu do Sul,1,1,2,46,2,2,0,1,1,0,0,1,6,24,40,19,1,1,1,,6,2,"4,2"
Marau,2,1,2,46,2,2,0,0,1,0,0,1,2,,20,,1,2,1,,5,2,"4,4"
Erechim,1,1,1,46,2,2,0,1,1,0,0,1,2,25,40,96,1,1,2,60,4,2,5
Marau,1,1,2,46,2,2,0,1,0,0,0,1,15,20,20,50,1,1,1,,3,2,5
Getúlio Vargas,1,1,1,46,2,2,1,0,0,0,0,1,6,,40,16,1,1,2,,3,2,"5,6"
Passo Fundo,2,1,2,46,2,6,0,1,0,1,0,1,,21,60,26,1,1,2,15,1,2,"5,4"
Passo Fundo,2,1,1,46,2,2,1,1,0,1,0,1,6,29,50,4,1,1,1,,2,1,"3,6"
Estação,2,1,2,46,2,2,0,0,1,0,0,1,2,20,22,18,1,1,1,,6,,"3,2"
Espumoso,1,1,1,47,2,2,1,0,1,0,0,1,12,21,40,14,1,1,1,,7,5,3
Passo Fundo,2,1,2,47,2,2,0,1,0,1,0,1,13,22,50,18,1,1,1,,7,5,"3,2"
Ibirubá,1,1,1,47,2,5,1,0,0,0,0,2,"0,5","1,5",40,2,1,1,1,,6,5,0
Erechim,1,1,2,47,2,2,0,0,1,0,0,1,15,18,20,68,1,1,2,30,6,5,"0,8"
Espumoso,1,1,1,47,2,2,1,0,0,0,0,1,7,9,,,1,1,1,,6,5,"1,6"
Tapera,1,1,2,47,2,5,1,0,0,0,0,1,2,2,44,39,2,1,1,,3,5,2
Marau,1,1,1,47,2,2,1,0,0,0,0,1,3,26,40,22,1,1,1,,7,4,0
Tio Hugo,2,1,2,47,2,2,0,1,0,0,0,1,13,,37,10,1,1,1,,7,4,"1,2"
Estação,1,2,2,47,2,2,0,0,1,0,0,1,1,20,40,10,2,1,1,,7,4,"1,4"
Passo Fundo,1,1,1,47,2,2,1,0,0,0,0,1,6,21,30,11,1,1,1,,7,4,"1,6"
Tio Hugo,1,1,2,47,2,2,0,0,1,0,0,2,1,18,19,,1,1,2,2,7,4,2
Sananduva,1,2,2,47,2,2,0,1,1,0,0,1,23,23,4,13,1,1,2,60,6,4,0
Espumoso,2,1,1,47,2,2,1,0,1,0,0,2,1,8,8,14,1,1,1,,6,4,"0,2"
Tapejara,2,1,2,47,2,1,1,0,1,0,0,1,5,5,20,36,1,1,1,,6,4,"0,6"
Marau,1,1,2,47,2,2,0,0,1,0,0,2,"0,91",15,20,35,1,1,1,,6,4,"1,4"
Passo Fundo,1,1,2,47,2,6,0,0,1,0,0,1,7,23,20,32,1,1,1,,6,4,"1,4"
Getúlio Vargas,1,1,1,47,2,1,1,0,0,0,0,1,18,25,40,25,2,1,1,,6,4,"1,4"
Selbach,1,1,1,47,2,2,0,0,1,1,0,1,4,27,22,,1,1,1,,6,4,"1,8"
Erechim,1,1,2,47,2,2,0,1,1,0,0,1,9,27,40,15,2,1,1,,6,4,"1,8"
Ibirubá,1,1,1,47,2,5,1,0,0,0,0,2,,2,40,,1,1,2,30,6,4,"2,4"
Passo Fundo,1,1,1,47,2,5,1,0,1,0,0,1,"0,25",7,50,21,1,1,1,,6,4,"2,4"
Passo Fundo,2,1,2,47,2,2,0,1,1,0,0,1,14,26,40,32,2,1,1,,6,4,"3,4"
Ibirubá,1,2,2,47,2,3,0,1,0,0,0,1,4,30,0,19,2,1,1,,6,4,"3,6"
Espumoso,1,1,2,47,2,2,0,1,0,0,0,1,23,22,20,50,1,2,1,,6,4,"4,2"
Espumoso,2,1,2,47,2,1,0,1,1,0,0,1,11,20,20,16,1,1,2,3,5,4,"0,8"
Erechim,1,1,2,47,2,2,,1,1,0,0,1,24,28,40,83,1,1,1,,5,4,"1,4"
Marau,1,1,1,47,2,2,1,0,0,0,0,1,6,12,40,,1,1,1,,5,4,2
Erechim,1,1,1,47,2,2,1,0,1,0,0,1,6,22,40,25,1,1,1,,5,4,"2,2"
Sananduva,1,2,2,47,2,2,0,1,0,0,0,1,19,19,40,29,2,1,2,15,5,4,"2,6"
Selbach,1,1,1,47,2,2,1,0,0,0,0,1,,27,32,8,1,1,2,19,5,4,"2,6"
Passo Fundo,1,1,1,47,2,2,1,0,0,0,0,1,10,20,,6,2,1,1,,5,4,3
Passo Fundo,2,3,5,47,2,2,1,1,0,0,0,2,28,28,25,60,1,1,1,,5,4,4
Marau,2,1,2,47,2,2,0,1,1,0,0,2,3,,50,50,1,1,2,10,5,4,"5,2"
Espumoso,1,1,1,47,2,2,1,0,0,0,0,1,14,14,40,7,2,1,1,,3,4,"2,6"
Passo Fundo,2,1,1,47,2,2,1,1,0,0,0,1,2,28,30,16,1,1,2,30,1,4,"3,6"
Passo Fundo,2,1,1,47,2,3,0,1,0,0,0,1,2,12,40,32,1,,1,,,4,"3,6"
Tapejara,1,1,2,47,2,2,0,1,0,0,0,1,12,12,32,36,2,1,1,,7,3,"3,2"
Estação,1,1,1,47,2,5,1,0,0,0,0,1,23,23,40,12,1,1,1,,6,3,"3,2"
Espumoso,1,1,2,47,2,1,0,1,0,0,0,1,10,12,20,19,1,1,1,,6,3,"3,4"
Erechim,1,1,2,47,2,1,0,1,0,0,0,1,1,16,50,83,1,1,1,,6,3,"3,4"
Passo Fundo,2,3,5,47,2,2,0,1,0,1,0,1,20,27,44,97,2,1,1,,6,3,"3,8"
Getúlio Vargas,1,1,5,47,2,2,0,1,0,0,0,1,19,30,14,30,1,1,1,,6,3,"4,8"
Passo Fundo,2,3,2,47,1,2,0,1,0,0,0,1,1,12,20,23,1,1,2,10,5,3,"1,2"
Passo Fundo,2,1,2,47,2,1,0,1,1,0,0,1,19,27,20,20,1,1,1,,5,3,"4,2"
Passo Fundo,2,1,1,47,2,2,1,0,0,0,0,1,8,15,60,12,1,1,1,,5,3,"4,6"
Sananduva,1,1,5,47,2,2,0,0,1,0,0,1,10,14,20,25,1,1,2,4,4,3,5
Erechim,1,1,1,47,2,1,1,0,0,0,0,1,20,25,40,34,2,1,1,,3,3,"5,6"
Passo Fundo,1,3,4,47,2,5,1,0,0,0,0,2,2,29,22,90,2,1,1,,2,3,"1,8"
Erechim,1,1,2,47,2,2,0,0,1,0,0,1,8,,40,60,1,1,1,,6,2,"3,2"
Tapejara,1,1,1,47,2,2,1,0,0,0,0,1,27,27,30,14,1,1,1,,4,2,"3,4"
Passo Fundo,1,1,1,47,2,2,1,0,0,0,0,1,14,25,30,12,2,1,1,,4,2,"5,4"
Passo Fundo,3,3,2,47,2,2,0,1,0,0,0,1,7,16,20,23,1,1,2,8,3,2,5
Passo Fundo,1,1,1,47,2,2,0,0,1,0,0,1,4,22,40,,1,1,2,7,3,1,5
Estação,1,2,3,48,1,2,0,0,0,1,0,1,19,22,40,,2,1,1,,7,5,"0,2"
Passo Fundo,1,3,5,48,2,2,1,0,0,0,0,1,29,34,25,60,1,1,1,,7,5,"2,4"
Passo Fundo,1,3,2,48,2,2,0,0,1,0,0,1,4,6,20,,1,1,1,,7,5,"3,6"
Getúlio Vargas,2,1,2,48,2,2,0,1,1,0,0,1,18,25,15,44,2,1,1,,6,5,"0,2"
Espumoso,2,1,2,48,2,2,0,1,0,0,0,1,8,15,20,,1,1,1,,6,5,"0,8"
Tapejara,1,1,2,48,2,3,0,1,0,0,0,1,8,23,20,36,1,1,1,,6,5,"0,8"
Marau,1,1,1,48,2,2,1,0,1,0,0,1,2,7,32,20,2,1,2,22,6,5,"3,2"
Sananduva,1,2,2,48,2,1,1,0,1,0,0,1,8,12,40,40,1,1,1,,6,5,"5,2"
Sananduva,2,1,5,48,2,2,0,0,1,0,0,1,3,28,16,45,1,1,1,,5,5,"1,4"
Marau,2,1,2,48,2,2,0,0,1,0,0,1,3,16,20,35,1,1,1,,5,5,"4,6"
Passo Fundo,1,1,1,48,2,1,1,0,0,0,0,1,7,4,30,11,1,1,1,,5,5,6
Passo Fundo,1,3,5,48,2,2,0,1,1,1,0,1,6,24,44,97,1,,1,,3,5,"5,8"
Passo Fundo,2,1,2,48,2,1,0,1,0,0,0,1,25,28,40,19,1,1,1,,7,4,"1,8"
Selbach,1,1,1,48,2,2,1,0,1,0,0,1,7,25,22,11,2,1,1,,7,4,"2,5"
Passo Fundo,1,3,3,48,2,2,0,1,0,1,0,2,5,28,40,50,,1,1,,6,4,"0,2"
Getúlio Vargas,2,1,2,48,1,2,0,1,0,0,0,1,10,30,,,2,1,1,,6,4,"1,4"
Passo Fundo,2,1,2,48,2,2,0,0,1,0,0,1,14,,20,,1,1,1,,6,4,"2,2"
Espumoso,1,1,1,48,2,2,1,0,0,0,0,2,"0,75",,20,14,1,1,1,,6,4,"2,25"
Tapejara,2,1,1,48,2,2,0,1,0,0,0,1,2,22,20,,1,1,2,15,6,4,"2,75"
Espumoso,1,1,2,48,2,1,0,0,1,0,0,1,18,20,20,50,1,1,1,,6,4,"3,4"
Ibiaçá,1,1,,48,2,2,0,0,0,1,0,1,9,18,40,27,2,1,1,,6,4,"3,8"
Sananduva,1,2,,48,2,1,0,0,0,1,0,3,3,,15,48,1,1,1,,6,4,"4,25"
Marau,1,1,2,48,2,1,0,0,1,0,0,2,1,1,20,44,1,1,1,,6,4,"4,4"
Tapera,1,1,1,48,2,1,0,1,1,0,0,1,24,24,40,,1,1,1,,5,4,"2,6"
Erechim,1,1,1,48,2,1,1,0,0,0,0,1,6,,40,25,1,1,1,,5,4,"4,2"
Erechim,1,1,2,48,2,2,0,1,1,0,0,1,22,24,40,83,1,1,2,5,5,4,"4,4"
Getúlio Vargas,1,1,,48,2,2,0,0,1,0,0,1,"0,75",5,20,45,1,1,1,,5,4,5
Getúlio Vargas,2,1,5,48,2,2,1,1,1,0,0,1,18,20,40,30,1,1,1,,2,4,"2,2"
Ibirubá,1,1,5,48,2,,0,1,1,0,0,1,"0,13",3,,,1,2,2,120,2,4,"3,4"
Marau,1,1,2,48,2,2,0,0,1,0,0,2,1,16,20,50,1,1,1,,7,3,0
Erechim,1,1,2,48,2,2,0,1,0,0,0,1,22,25,20,83,1,1,2,1,7,3,0
Erechim,1,1,2,48,2,2,0,1,0,0,0,1,3,28,20,68,1,1,1,,7,3,"5,2"
Espumoso,2,1,2,48,2,1,0,1,0,0,0,1,6,19,20,16,1,1,2,3,6,3,"1,6"
Passo Fundo,2,1,1,48,2,2,1,1,0,0,0,1,13,31,50,12,1,1,2,,6,3,"1,8"
Ibiaçá,1,1,1,48,2,2,1,0,0,0,0,1,12,23,40,12,1,1,1,,6,3,2
Sananduva,1,2,,48,2,2,0,0,0,1,0,1,11,23,40,48,1,1,1,,6,3,"3,4"
Ibirubá,1,2,4,48,2,2,0,1,0,1,0,1,16,18,40,33,1,1,1,,6,3,"4,2"
Passo Fundo,1,1,1,48,2,1,1,0,0,0,0,1,7,11,"8,8",14,1,1,1,,6,3,5
Espumoso,1,1,2,48,2,2,0,0,1,0,0,1,18,30,20,21,1,1,1,,5,3,2
Passo Fundo,1,1,1,48,2,2,1,0,0,0,0,1,"1,5",27,40,16,2,1,1,,5,3,"3,4"
Getúlio Vargas,2,1,5,48,1,3,1,1,1,0,0,1,9,27,1,30,2,1,1,,5,3,"4,8"
Passo Fundo,1,1,2,48,2,2,0,1,1,0,0,1,20,27,40,30,1,1,1,,5,3,5
Erechim,1,1,2,48,2,1,1,0,0,0,0,1,3,,40,,1,1,1,,2,3,1
Passo Fundo,2,1,2,48,2,2,0,1,0,0,0,1,,15,40,18,1,1,1,,7,2,1
Estação,1,1,2,48,2,2,0,1,0,0,0,1,21,27,50,,1,1,2,2,7,2,"5,2"
Ibirubá,1,2,2,48,2,2,0,0,1,0,0,1,17,26,40,23,1,1,1,,5,2,"2,4"
Getúlio Vargas,1,1,5,48,2,2,1,0,0,0,0,1,19,29,35,20,1,1,1,,5,2,"4,2"
Passo Fundo,1,1,1,48,2,5,1,0,0,0,0,1,15,18,,17,1,1,1,,5,2,"5,6"
Tapejara,1,1,2,48,2,2,0,0,1,0,0,1,2,,40,13,2,1,1,,4,2,"3,4"
Getúlio Vargas,1,1,2,48,2,2,0,1,0,0,0,1,15,21,20,30,1,1,1,,4,2,"5,8"
Ibirubá,1,1,1,49,2,2,1,0,0,0,0,1,4,30,,,2,1,1,,6,5,2
Selbach,1,1,1,49,2,2,1,0,0,0,0,1,10,28,40,8,2,1,1,,6,5,"2,2"
Tapejara,1,1,2,49,2,2,0,0,1,0,0,2,1,,20,,1,1,1,,6,5,"2,6"
Passo Fundo,1,1,1,49,2,2,1,0,0,0,0,1,3,3,30,8,1,2,2,3,6,5,5
Ibirubá,2,2,2,49,2,2,1,0,1,0,0,2,"0,5",4,20,19,1,1,1,,5,5,2
Marau,1,1,2,49,2,2,0,0,1,0,0,1,2,30,16,35,1,1,2,15,7,4,"1,2"
Ibiaçá,1,1,,49,2,2,0,1,0,1,0,1,24,24,30,30,2,1,1,,7,4,"3,2"
Ibirubá,1,1,2,49,2,2,0,0,1,0,0,1,27,31,44,20,1,1,2,30,7,4,4
Tapejara,1,1,2,49,2,2,0,1,0,0,0,1,13,20,60,55,1,1,1,,6,4,"0,6"
Ibirubá,1,1,2,49,2,2,0,1,1,0,0,1,14,18,40,48,1,1,1,,6,4,"0,8"
Sananduva,1,2,,49,2,2,0,1,1,1,0,1,24,,40,48,2,1,1,,6,4,1
Ibiaçá,1,1,2,49,2,2,0,0,1,0,0,1,18,23,40,,1,1,1,,6,4,1
Ibirubá,1,2,2,49,2,2,0,1,1,0,0,1,10,27,40,23,2,1,2,4,6,4,"1,6"
Erechim,1,1,6,49,2,2,,,,,,1,16,30,40,29,1,1,1,,6,4,2
Erechim,1,1,2,49,2,2,0,1,0,0,0,1,4,26,40,83,1,1,1,,6,4,"2,75"
Espumoso,1,1,2,49,2,2,1,1,0,0,0,1,19,21,16,21,1,2,,,6,4,"3,2"
Espumoso,1,1,1,49,2,1,1,0,0,0,0,1,6,22,40,18,1,1,1,,6,4,"3,6"
Erechim,2,1,2,49,2,1,0,1,1,1,0,1,2,8,40,15,1,1,1,,5,4,"0,4"
Passo Fundo,1,3,2,49,2,2,0,0,1,0,0,1,8,11,20,23,1,1,1,,5,4,"3,8"
Marau,1,1,2,49,2,2,0,0,1,0,0,1,2,30,32,50,1,1,1,,3,4,"2,2"
Passo Fundo,2,1,2,49,2,2,0,1,0,0,0,1,4,28,60,32,1,1,1,,3,4,"4,6"
Erechim,1,1,2,49,2,2,0,1,1,0,0,1,15,22,40,52,2,1,1,,2,4,"2,2"
Getúlio Vargas,1,1,,49,2,2,0,0,1,0,0,1,22,31,20,45,1,2,2,7,7,3,"2,2"
Erechim,1,1,1,49,2,2,1,0,0,0,0,1,5,,20,34,1,1,2,6,6,3,"0,8"
Getúlio Vargas,2,1,2,49,2,2,0,0,1,0,0,1,29,31,20,42,1,1,1,,6,3,2
Estação,1,1,1,49,2,2,1,0,0,0,0,1,8,15,44,12,1,1,1,,6,3,"2,2"
Espumoso,1,1,2,49,2,1,1,0,0,0,0,1,27,28,14,21,1,1,2,4,6,3,"2,6"
Estação,2,1,2,49,2,2,0,0,1,0,0,1,31,32,22,18,1,1,1,,6,3,"3,6"
Getúlio Vargas,2,1,,49,2,3,1,0,1,0,0,1,15,28,24,45,1,1,2,3,6,3,4
Getúlio Vargas,1,1,2,49,2,2,1,0,0,0,0,1,12,23,40,20,1,1,1,,6,3,"4,6"
Ibirubá,1,2,2,49,2,2,0,1,1,0,0,1,25,30,40,19,2,1,1,,6,3,"4,8"
Erechim,1,4,4,49,2,2,1,0,0,0,0,1,10,22,40,30,1,1,2,5,6,3,5
Passo Fundo,1,1,1,49,2,2,1,0,0,0,0,1,12,,10,,2,1,2,2,5,3,1
Tapejara,1,1,2,49,2,2,0,1,1,0,0,1,10,29,40,16,1,1,1,,5,3,"1,6"
Estação,2,2,3,49,2,2,0,1,0,1,0,1,17,,50,,2,1,2,3,5,3,"2,6"
Passo Fundo,1,3,5,49,2,2,1,0,0,0,0,1,12,,26,60,2,1,1,,5,3,3
Tapejara,1,1,2,49,1,2,0,1,0,1,0,1,11,27,40,45,1,1,1,,5,3,"4,4"
Passo Fundo,2,1,2,49,2,3,0,1,1,0,0,1,3,26,40,20,2,1,1,,5,3,5
Tapejara,1,1,2,49,2,2,0,0,1,0,0,1,12,27,40,36,2,1,1,,4,3,"4,2"
Passo Fundo,1,3,4,49,2,2,1,0,1,0,0,1,6,30,35,60,2,1,1,,4,3,"5,2"
Espumoso,2,1,2,49,2,1,0,0,1,0,0,1,14,30,40,20,1,1,1,,3,3,"4,4"
Erechim,1,1,2,49,2,2,0,0,1,0,0,1,10,10,20,68,1,1,1,,7,2,"4,4"
Erechim,1,1,6,49,2,2,,,,,,1,22,22,40,29,2,1,1,,6,2,"3,2"
Taquaruçu do Sul,2,1,2,49,2,2,0,1,0,0,0,1,27,27,20,19,1,1,1,,6,2,"5,4"
Passo Fundo,1,1,2,49,2,2,0,1,1,0,0,1,26,28,40,30,2,1,1,,3,2,"2,8"
Erechim,1,1,1,49,2,2,1,0,0,0,0,1,9,12,40,40,2,1,1,,2,2,"4,6"
Getúlio Vargas,1,1,1,49,2,2,1,0,0,0,0,1,5,28,40,,1,1,1,,6,1,2
Marau,1,1,1,49,2,2,1,0,0,0,0,1,11,9,20,22,1,1,1,,3,1,"3,2"
Tio Hugo,2,1,2,49,2,2,0,2,0,0,0,1,4,11,20,18,1,2,2,81,1,1,"5,4"
Erechim,1,1,2,49,2,2,1,0,1,0,0,1,12,8,40,122,1,1,1,,2,0,2
Getúlio Vargas,1,1,5,50,1,2,0,0,1,0,0,1,"0,33",,20,30,1,1,1,,7,5,0
Erechim,1,1,6,50,2,2,,,,,,1,16,16,40,29,2,1,1,,7,5,"0,2"
Ibiaçá,2,1,,50,2,2,0,0,1,0,0,1,14,30,10,,1,1,1,,7,5,"1,2"
Passo Fundo,2,1,2,50,2,2,1,0,1,0,0,1,23,31,40,32,1,1,1,,7,5,"1,4"
Tapejara,1,1,2,50,2,2,0,1,0,0,0,1,20,20,20,55,1,1,1,,7,5,"2,4"
Erechim,1,1,1,50,2,1,1,0,0,0,0,1,12,24,20,17,1,1,1,,6,5,"1,4"
Taquaruçu do Sul,1,1,2,50,2,2,0,0,1,0,0,1,31,31,20,19,1,1,1,,6,5,"2,2"
Tapejara,1,1,1,50,2,1,1,0,0,0,0,2,2,8,40,20,2,1,1,,6,5,"3,8"
Selbach,1,1,1,50,2,2,1,0,0,0,0,1,2,31,22,11,1,1,1,,5,5,"0,6"
Erechim,1,1,2,50,2,2,0,0,1,0,0,1,26,30,40,68,1,1,1,,3,5,"4,4"
Tapejara,1,1,1,50,2,2,1,0,1,0,0,1,5,12,20,38,1,1,1,,7,4,"0,8"
Tapejara,2,,,50,2,2,0,1,1,1,0,1,12,12,20,55,1,1,1,,7,4,"0,8"
Passo Fundo,2,3,3,50,1,3,0,0,0,1,0,1,17,27,50,,1,1,1,,7,4,"1,6"
Getúlio Vargas,1,1,1,50,2,2,1,0,0,0,0,1,10,31,40,25,1,1,1,,7,4,"2,4"
Espumoso,1,1,2,50,2,2,1,1,1,0,0,1,15,32,20,19,1,1,1,,7,4,3
Passo Fundo,1,3,3,50,1,2,0,0,0,1,1,1,10,21,4,,1,1,1,,6,4,"0,4"
Marau,1,1,2,50,1,1,0,0,1,0,0,1,25,28,20,50,1,1,1,,6,4,"0,6"
Ibirubá,2,1,2,50,2,2,0,1,0,0,0,1,29,30,22,48,1,1,1,,6,4,1
Erechim,1,1,1,50,2,1,0,1,0,0,0,1,15,25,20,96,1,1,1,,6,4,2
Passo Fundo,2,3,5,50,2,2,0,0,0,1,0,1,21,30,40,96,2,1,1,,6,4,2
Passo Fundo,1,1,2,50,2,2,0,1,0,0,0,1,8,31,20,17,1,1,1,,6,4,"2,2"
Getúlio Vargas,2,1,2,50,1,2,1,1,1,0,0,1,13,25,20,,1,1,1,,6,4,"2,6"
Espumoso,1,1,2,50,2,2,0,1,0,0,0,1,17,,20,50,,1,1,,6,4,"2,75"
Passo Fundo,1,3,2,50,2,2,0,0,1,0,0,1,15,32,,23,2,1,1,,6,4,"3,2"
Ibirubá,1,1,1,50,2,,1,0,0,0,0,2,"0,33",,40,36,1,1,1,,5,4,"1,4"
Ibirubá,2,2,2,50,2,2,0,1,0,0,0,2,8,16,20,23,1,1,1,,5,4,"3,4"
Passo Fundo,2,1,1,50,2,1,0,0,1,0,0,1,,18,60,,1,1,1,,5,4,"4,4"
Marau,1,1,2,50,2,2,0,0,1,0,0,1,28,30,40,50,,1,2,3,7,3,"1,4"
Passo Fundo,1,1,2,50,2,2,0,1,1,0,0,1,26,26,40,34,1,1,1,,7,3,"2,4"
Erechim,1,1,2,50,2,2,0,0,1,0,0,1,3,7,20,68,1,1,1,,7,3,"2,6"
Passo Fundo,2,1,2,50,2,2,0,1,0,0,0,1,14,15,20,15,1,1,1,,7,3,"2,6"
Sananduva,2,1,5,50,2,2,0,1,0,1,0,1,22,24,20,25,1,1,2,5,7,3,"5,2"
Passo Fundo,2,1,2,50,2,2,0,1,0,0,0,1,5,25,40,20,1,1,2,3,6,3,"1,4"
Sananduva,2,1,5,50,2,2,0,1,0,0,0,1,15,31,20,45,1,1,1,,6,3,"1,6"
Tapejara,1,1,1,50,2,1,0,0,0,0,0,2,2,20,40,14,2,1,1,,6,3,"1,8"
Ibirubá,1,1,1,50,2,5,1,0,0,0,0,1,3,5,40,36,1,1,1,,6,3,"2,6"
Ibirubá,1,1,1,50,2,5,1,0,0,0,0,,,,,,1,1,1,,6,3,"2,8"
Espumoso,1,1,1,50,2,1,1,0,0,0,0,,18,19,20,22,1,1,1,,6,3,"3,8"
Passo Fundo,1,2,2,50,2,2,0,0,1,0,0,1,14,22,40,9,2,1,1,,5,3,"2,4"
Erechim,1,1,1,50,2,2,0,0,1,0,0,1,8,11,40,96,1,1,1,,5,3,"2,6"
Passo Fundo,2,1,2,50,1,2,0,0,1,0,0,1,11,24,40,15,2,1,1,,5,3,"3,8"
Tapera,1,1,1,50,2,1,0,0,1,0,0,3,4,6,4,,1,2,1,,5,3,"4,2"
Tapejara,2,1,2,50,2,6,0,0,1,0,0,1,6,30,20,12,1,1,2,90,4,3,0
Passo Fundo,2,1,1,50,2,3,1,0,1,0,0,1,12,12,50,11,1,1,2,30,4,3,"5,8"
Passo Fundo,2,1,2,50,2,1,0,1,0,1,0,1,3,21,20,,1,2,2,60,3,3,"2,8"
Passo Fundo,1,3,2,50,2,1,1,1,1,0,0,1,26,26,27,22,1,1,2,2,2,3,"3,4"
Erechim,2,1,2,50,2,1,0,1,0,0,0,1,23,23,50,,1,1,2,15,2,3,"4,8"
