,Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Numero_professores,Supervisiona,Licença_2semanas,Licença_ano,trab1,trab2,trab3,trab4,trab5,trab6,trab7,trab8,trab9,trab10,trab11,trab12,trab13,trab14,trab15,trab16,trab17,trab18,trab19,trab20,trab21,trab22,trab23,trab24,trab25,trab26,trab27,trab28,trab29,trab30,trab31,trab32,atitrab1,atitrab2,atitrab3,atitrab4,atitrab5,atitrab6,atitrab7,atitrab8,atitrab9,atitrab10,atitrab11,atitrab12,atitrab13,atitrab14,atitrab15,atitrab16,atitrab17,atitrab18,atitrab19,atitrab20,be1,be2,be3,be4,be5,be6,be7,be8,be9,be10,be11,be12,be13,be14,be15,be16,be17,be18,be19,bes1,bes2,bes3,bes4,bes5,saude1,saude2,saude3,saude4,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,Indiv,Populacao,PIB,IDHM,PIBPer,INVperc,Turma,Alunos,Professores,Investimento,TAMesc
3516,36.0,6.0,5.0,16.0,20.0,55.0,1.0,1.0,2.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,7.0,6.0,7.0,7.0,5.0,4.0,3.0,1.0,5.0,6.0,5.0,5.0,6.0,5.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,4.0,5.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,3.9,2.9,2.4,2.7,2.8,2.4,3.7,3.6,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,7.0,7.0,5.0,4.0,4.0,5.0,6.33,6.33,2.67,5.33,4.5,4.33,4.67,1.33,1.0,2.67,5.89,1.4,0.0,6.8,4.5,391.06333333333333,89402.3,36845.12273333334,0.76476,1.5137333333333334,3304.118599999999,24.1,542.7,37.0,265453997.7597999,4.348000000000001
3517,46.0,2.0,6.0,12.0,25.0,55.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,7.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,4.0,6.0,6.0,4.0,3.0,2.0,3.0,3.0,7.0,7.0,4.33,7.0,7.0,6.33,5.0,3.4,3.6,4.8,5.11,3.8,1.8,5.0,2.75,532.25,103944.2,38789.573,0.7691,0.994,3232.754999999999,26.4,566.6,36.5,309525187.7389999,4.517000000000001
3518,40.0,2.0,8.0,18.0,40.0,60.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,2.0,2.0,5.0,6.0,5.0,5.0,6.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,5.0,5.0,6.0,4.0,5.0,4.0,4.0,3.0,4.0,6.5,6.33,4.33,5.83,5.5,5.33,4.4,4.6,3.2,4.4,5.44,1.8,1.2,5.0,3.75,404.6,68946.8,34944.581,0.7596000000000002,2.121,3357.912999999999,25.2,431.5,37.2,204299501.17899993,4.093
3519,36.8,1.0,0.33,4.0,12.0,55.0,1.0,1.0,1.0,6.0,7.0,7.0,7.0,5.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,6.0,6.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,1.0,2.0,2.0,5.0,1.0,2.0,3.0,5.0,1.0,2.0,5.0,3.0,1.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,6.5,6.33,5.33,5.5,6.0,4.33,4.4,1.2,2.8,3.4,2.44,0.0,0.0,0.0,3.0,421.61333333333334,85147.6,38203.04273333333,0.7657600000000002,1.1607333333333334,3321.202599999999,22.6,417.3,38.9,256438456.4197999,3.9880000000000018
3520,50.0,2.0,20.0,20.0,20.0,55.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,7.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,3.7,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,6.0,7.0,7.0,7.0,5.0,5.0,4.0,5.0,6.92,6.0,5.0,6.33,6.5,6.0,4.0,3.6,3.2,3.25,5.33,2.4,0.2,6.8,4.75,302.55,88692.5,39304.19600000001,0.7672000000000001,1.61,3454.6459999999993,22.1,330.8,29.1,263029092.11399993,3.3069999999999995
3521,50.0,2.0,6.0,28.0,20.0,60.0,1.0,1.0,1.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,2.0,2.0,1.3,6.0,6.0,2.0,5.0,2.0,5.0,2.0,3.0,5.0,5.0,2.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,1.0,5.0,5.0,1.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.33,6.17,6.0,3.0,5.0,3.0,3.6,4.6,4.33,4.2,1.0,3.4,1.0,554.2,74988.4,34967.828,0.76,1.3690000000000002,3263.4659999999994,19.7,394.6,26.9,225102105.54299998,3.2760000000000007
3522,44.0,2.0,18.0,18.0,20.0,55.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,3.6,3.0,4.0,2.3,1.0,4.0,4.0,3.0,1.0,4.0,5.0,3.3,1.0,1.0,4.0,3.0,4.0,3.0,5.0,5.0,4.6,5.0,5.0,4.8,5.1,6.0,5.0,5.0,5.0,5.0,3.2,1.0,1.0,0.6,2.6,0.0,0.0,6.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5.92,5.33,5.0,5.83,6.0,5.0,4.4,2.5,1.75,3.0,5.17,4.0,0.33,5.2,3.0,325.11333333333334,88502.1,38617.03073333334,0.7663600000000002,1.5927333333333333,3420.183599999999,25.4,406.9,32.8,261676519.97979993,3.8510000000000004
3523,60.0,2.0,34.0,34.0,20.0,60.0,1.0,1.0,1.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,2.0,5.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,3.0,3.0,4.0,3.0,1.0,3.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,3.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,7.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,6.67,6.0,4.0,6.33,6.0,6.0,4.6,2.2,2.6,3.8,5.56,1.4,0.6,5.8,4.75,589.35,109025.4,36443.866,0.7625000000000001,1.6199999999999999,3483.3619999999987,25.3,588.9,39.5,325496073.43399996,4.647000000000001
3524,40.7,2.0,2.0,15.8,20.0,45.0,1.0,1.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0,4.0,4.0,2.0,2.0,7.0,7.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,7.0,6.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.5,6.0,5.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,5.0,5.0,4.0,3.0,4.0,3.0,6.75,5.67,2.67,5.33,6.5,4.67,3.4,3.2,2.4,2.6,5.13,2.2,0.0,5.8,3.5,525.7766666666666,49127.4,37002.07646666667,0.76202,1.8614666666666664,3416.735199999999,24.0,446.8,31.8,150218376.90459996,3.8520000000000003
3525,50.0,2.0,12.0,12.0,20.0,55.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,4.0,7.0,1.0,2.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,4.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,5.0,7.0,7.0,7.0,5.0,3.0,5.0,4.0,6.92,4.0,3.0,7.0,7.0,7.0,5.0,4.6,1.2,4.0,5.89,0.8,1.2,6.6,4.25,374.95,74616.9,39978.825,0.7666000000000002,2.098,3749.748999999999,15.7,305.1,22.5,229424215.98799998,2.6270000000000007
3526,35.0,6.0,1.0,5.0,20.0,16.0,1.0,1.0,2.0,3.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,7.0,3.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,7.0,7.0,5.0,5.0,5.0,4.0,3.0,3.7,5.0,5.0,1.0,4.0,5.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,6.5,6.0,5.0,3.33,7.0,5.0,3.6,2.2,4.25,4.2,5.56,1.6,0.4,4.8,4.5,374.0,79110.5,37699.397,0.7680999999999999,2.025,3406.7719999999995,13.2,213.4,19.0,234137982.104,2.087
3527,31.0,1.0,7.0,9.0,30.0,30.0,1.0,1.0,1.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,4.0,4.0,5.0,4.0,6.0,7.0,7.0,7.0,6.0,7.0,1.0,1.0,1.0,7.0,6.0,7.0,7.0,7.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,6.0,6.0,7.0,6.0,6.0,4.0,4.0,5.0,4.0,6.58,5.33,4.33,6.67,6.5,7.0,3.0,3.0,3.6,3.0,5.11,3.2,1.2,6.2,4.25,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3528,20.0,5.0,0.7,0.7,30.0,20.5,1.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,6.58,7.0,5.67,4.5,6.0,6.0,4.8,3.0,2.2,2.0,5.22,5.2,0.4,4.0,2.75,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3529,30.0,1.0,0.4,0.4,20.0,28.5,1.0,1.0,1.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,6.0,6.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,5.0,6.0,6.0,5.0,5.0,3.0,3.0,3.0,3.0,6.08,5.33,5.33,5.0,6.0,5.0,3.0,3.2,2.6,2.6,5.0,4.2,1.4,5.4,3.0,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3530,32.0,6.0,2.0,3.0,30.0,30.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,1.0,1.0,1.0,7.0,7.0,5.0,4.0,5.0,5.0,2.0,5.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,5.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,6.0,2.0,0.0,6.0,4.0,5.0,7.0,5.0,4.0,4.0,4.0,4.0,7.0,7.0,6.33,6.33,7.0,4.67,4.0,3.0,2.2,2.0,5.33,3.6,2.4,5.4,4.0,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3531,21.0,1.0,1.0,3.0,30.0,21.0,1.0,1.0,1.0,3.0,6.0,6.0,6.0,5.0,2.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,5.0,6.0,6.0,6.0,5.0,2.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,5.0,1.0,3.0,5.0,4.0,5.0,6.0,0.0,5.0,6.0,6.0,6.0,6.0,0.0,5.0,6.0,4.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,6.0,2.0,2.0,4.0,6.0,3.0,4.0,3.0,3.0,5.33,5.67,3.33,6.0,5.5,6.0,4.0,3.4,3.6,4.4,4.44,3.8,1.2,4.0,3.25,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3532,27.0,2.0,2.0,7.0,30.0,21.0,1.0,1.0,1.0,7.0,6.0,6.0,6.0,3.0,6.0,6.0,7.0,6.0,7.0,4.0,6.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,2.0,2.0,1.0,2.0,4.0,5.0,5.0,6.0,4.0,3.0,5.0,3.0,4.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.83,7.0,5.33,5.5,3.0,5.33,3.6,2.8,3.4,3.4,5.89,0.4,0.0,3.2,4.0,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3533,31.0,1.0,4.0,6.0,30.0,30.0,1.0,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,4.0,5.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,6.33,3.67,3.67,4.67,5.0,5.0,2.8,3.4,2.4,3.2,0.22,6.0,4.0,3.4,1.5,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3534,27.0,1.0,3.0,8.0,30.0,21.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,5.0,3.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,6.0,6.0,2.33,5.83,5.5,3.67,3.8,3.2,2.0,2.0,2.11,6.0,2.6,1.8,3.75,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3535,28.0,1.0,6.0,6.0,30.0,30.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,5.0,6.0,2.0,2.0,2.0,7.0,7.0,7.0,6.0,6.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,2.0,5.0,2.0,3.0,1.0,4.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,6.42,6.67,5.0,6.17,7.0,6.33,3.8,3.0,3.2,3.8,5.33,3.4,2.2,6.0,4.0,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3536,50.0,1.0,6.0,17.0,30.0,21.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,3.0,3.0,4.0,3.0,4.0,3.0,6.0,5.67,4.0,6.0,5.5,5.33,4.0,2.4,2.2,2.6,5.33,3.2,0.0,4.6,3.5,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3537,17.0,3.9,0.1,5.17,30.0,21.0,1.0,1.0,1.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,6.0,0.0,0.0,6.0,7.0,7.0,7.0,7.0,3.0,4.0,5.0,3.0,5.5,4.0,4.33,5.0,5.5,6.0,4.4,4.6,3.4,3.6,4.44,5.2,1.2,6.8,3.75,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3538,36.0,1.0,0.2,3.0,20.0,21.0,1.0,2.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,5.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,2.0,2.0,5.0,1.0,2.0,2.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,1.0,2.0,3.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,7.0,7.0,5.33,6.5,7.0,6.0,4.0,2.2,2.8,4.6,5.44,1.5,0.0,6.2,4.0,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3539,22.0,5.0,1.0,2.0,30.0,21.0,1.0,1.0,1.0,7.0,7.0,6.0,7.0,5.0,6.0,6.0,6.0,7.0,7.0,4.0,7.0,5.0,6.0,6.0,5.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,1.0,4.0,5.0,6.0,7.0,7.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0,3.0,3.0,4.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,6.0,4.0,6.0,5.0,7.0,4.0,3.0,4.0,4.0,6.25,5.67,6.0,6.67,6.5,5.33,3.4,2.8,3.6,3.6,5.33,2.2,1.6,5.6,3.75,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3540,19.0,5.0,0.4,2.0,30.0,21.0,1.0,1.0,1.0,7.0,6.0,6.0,7.0,4.0,7.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,7.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,4.0,7.0,4.0,1.0,1.0,1.0,7.0,7.0,7.0,4.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,6.0,6.0,0.0,3.0,6.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,7.0,4.0,7.0,4.0,4.0,3.0,3.0,5.0,6.0,6.0,5.33,6.0,7.0,5.0,5.0,3.4,4.2,3.8,4.0,3.4,1.2,5.8,3.75,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3541,40.0,1.0,1.0,15.0,30.0,21.0,1.0,1.0,1.0,6.0,7.0,6.0,7.0,1.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,3.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,2.0,1.0,1.0,6.0,3.0,6.0,6.0,6.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,2.0,1.0,4.0,4.0,2.6,2.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,4.0,2.0,5.92,6.33,4.67,6.0,4.5,6.0,4.2,2.25,2.6,4.0,5.22,2.4,0.4,6.0,3.25,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3542,43.0,1.0,4.0,4.0,30.0,21.0,1.0,1.0,1.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,4.0,4.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,0.0,5.0,5.0,5.0,4.0,6.0,6.0,4.0,6.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,6.17,6.0,3.67,6.0,6.0,3.33,4.2,3.4,2.8,3.2,4.56,4.6,4.8,4.0,3.5,824.0,24111.0,34946.93,0.76,1.45,3337.3,9.0,124.0,17.0,80465628.82,1.53
3543,23.0,5.0,4.0,7.0,50.0,25.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.92,6.0,5.67,6.5,7.0,7.0,5.0,3.0,4.6,4.6,5.56,2.2,1.2,5.0,4.0,815.5,24111.0,34946.93,0.7599999999999999,1.4499999999999995,3337.300000000001,6.0,75.0,13.0,80465628.81999996,1.0600000000000005
