,Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Numero_professores,Supervisiona,Licença_2semanas,Licença_ano,trab1,trab2,trab3,trab4,trab5,trab6,trab7,trab8,trab9,trab10,trab11,trab12,trab13,trab14,trab15,trab16,trab17,trab18,trab19,trab20,trab21,trab22,trab23,trab24,trab25,trab26,trab27,trab28,trab29,trab30,trab31,trab32,atitrab1,atitrab2,atitrab3,atitrab4,atitrab5,atitrab6,atitrab7,atitrab8,atitrab9,atitrab10,atitrab11,atitrab12,atitrab13,atitrab14,atitrab15,atitrab16,atitrab17,atitrab18,atitrab19,atitrab20,be1,be2,be3,be4,be5,be6,be7,be8,be9,be10,be11,be12,be13,be14,be15,be16,be17,be18,be19,bes1,bes2,bes3,bes4,bes5,saude1,saude2,saude3,saude4,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,Indiv,Populacao,PIB,IDHM,PIBPer,INVperc,Turma,Alunos,Professores,Investimento,TAMesc
0,38.0,2.0,5.0,13.0,40.0,36.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,2.0,1.0,1.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,7.0,6.67,7.0,6.33,6.0,5.67,4.0,3.8,3.4,3.6,5.78,2.2,0.0,5.8,3.75,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
1,53.0,1.0,9.0,15.0,20.0,36.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.7,2.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,6.25,6.0,6.0,6.0,6.0,6.0,4.0,2.8,3.2,4.0,6.0,1.4,1.0,6.0,4.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
2,52.0,2.0,17.0,25.0,20.0,36.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,4.0,5.0,4.0,7.0,7.0,7.0,5.0,6.0,6.0,1.0,3.0,4.0,7.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,3.4,3.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,7.0,6.0,4.33,6.33,6.5,6.0,4.4,3.0,2.8,4.0,5.22,5.0,1.4,4.4,4.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
3,40.0,2.0,1.0,18.0,20.0,36.0,1.0,1.0,1.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,1.0,6.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,7.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.67,6.0,6.0,6.0,5.5,5.0,4.2,2.8,3.4,3.2,5.38,3.8,0.4,6.0,5.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
4,42.0,1.0,2.0,18.0,20.0,36.0,1.0,1.0,3.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,5.0,6.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,6.08,5.33,4.33,4.5,5.0,3.0,3.8,3.6,2.4,2.8,2.44,5.0,2.2,3.8,1.25,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
5,22.0,1.0,3.0,3.0,40.0,36.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,6.17,5.0,5.0,3.4,2.6,3.2,3.8,5.0,2.2,0.2,5.0,3.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
6,33.0,2.0,5.0,3.0,40.0,36.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,1.0,6.0,7.0,7.0,1.0,1.0,5.0,5.0,1.0,4.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,1.0,3.0,4.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,7.0,7.0,6.0,5.0,5.0,5.0,4.0,7.0,6.67,7.0,6.33,7.0,2.33,4.0,2.2,3.6,4.2,5.44,2.8,0.2,6.4,4.75,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
7,37.0,1.0,0.41,11.0,16.0,36.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,6.58,6.33,5.0,5.0,5.0,5.0,3.6,3.2,3.0,3.0,4.44,4.4,4.2,6.0,4.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
8,45.0,1.0,6.0,25.0,20.0,36.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,2.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,7.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,4.0,5.0,7.0,6.33,4.33,6.17,6.5,5.33,3.8,3.8,4.0,3.8,5.22,1.2,0.4,5.8,4.25,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
9,53.0,1.0,20.0,30.0,50.0,36.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,5.0,5.0,2.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,6.0,6.5,7.0,7.0,4.4,2.2,4.8,5.0,6.0,0.2,0.0,7.0,4.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
10,43.0,2.0,12.0,21.0,20.0,36.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,5.0,2.0,2.0,2.0,7.0,6.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,2.0,4.0,4.0,4.0,4.0,6.08,6.33,6.0,5.5,6.5,5.33,4.0,3.6,3.8,4.2,5.56,1.4,0.0,5.2,4.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
11,37.0,2.0,10.0,16.0,40.0,36.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,6.0,6.0,4.67,6.0,6.0,6.0,3.6,2.5,3.6,3.8,5.67,1.8,1.0,5.4,3.25,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
12,51.0,2.0,15.0,26.0,40.0,60.0,1.0,1.0,1.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,5.75,5.0,4.33,4.83,5.0,5.0,3.2,4.0,3.0,3.6,5.0,3.0,1.0,6.0,3.25,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
13,35.0,2.0,16.0,16.0,40.0,36.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,7.0,6.0,6.0,3.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,6.0,6.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,6.83,6.67,4.0,5.33,6.5,5.0,3.4,3.4,4.0,3.6,5.56,0.4,0.0,6.8,5.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
14,38.5,6.0,3.0,14.0,40.0,36.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.92,5.0,5.0,4.83,5.0,5.0,4.0,3.0,3.6,3.8,5.22,2.0,0.6,4.4,3.5,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
15,44.0,2.0,14.0,18.0,40.0,32.1,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,5.9,7.0,7.0,6.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,5.0,1.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,2.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,1.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,5.0,4.0,6.83,7.0,6.0,5.0,1.2,4.4,4.6,5.67,1.2,0.0,6.2,5.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
16,37.0,1.0,6.0,19.0,40.0,36.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,7.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,1.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,7.0,5.33,5.0,5.83,6.0,5.33,4.0,4.0,2.2,2.8,5.44,1.0,0.0,3.6,5.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
17,33.0,1.0,5.0,11.0,40.0,36.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,1.0,1.0,2.0,7.0,7.0,6.0,6.0,6.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,5.0,4.0,3.0,4.0,4.0,6.92,6.67,6.67,6.33,7.0,6.0,4.2,3.2,4.8,4.2,5.44,1.8,0.0,5.4,3.75,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
18,36.0,2.0,5.0,15.0,20.0,36.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,6.0,5.0,6.0,5.0,6.0,5.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,0.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,6.0,5.0,4.0,3.0,4.0,3.0,6.0,5.67,5.67,6.0,5.5,5.67,4.6,3.0,2.8,3.8,5.0,1.8,1.8,5.6,3.5,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
19,50.0,2.0,16.0,23.0,20.0,36.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,6.0,7.0,6.0,7.0,5.0,1.0,3.0,4.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,5.0,6.0,0.0,0.0,6.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,6.92,5.33,5.0,7.0,6.5,6.67,5.0,2.6,2.0,4.8,5.11,5.2,2.4,4.2,4.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
20,47.0,2.0,16.0,31.0,40.0,36.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,2.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,1.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,6.5,7.0,6.0,6.0,6.0,5.33,4.6,2.4,3.0,4.2,5.22,1.6,1.6,3.4,2.5,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
21,31.0,1.0,2.0,9.0,40.0,36.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,1.0,1.0,1.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,7.0,6.33,7.0,6.0,7.0,5.0,4.6,4.2,4.6,4.6,5.89,0.4,0.0,6.4,5.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
22,44.0,1.0,4.0,23.0,20.0,36.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,7.0,6.0,6.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,2.0,2.3,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,7.0,4.0,3.0,4.0,4.0,7.0,5.67,5.0,6.0,6.5,5.33,4.4,3.4,3.0,4.0,5.0,2.25,0.0,5.6,3.75,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
23,47.0,1.0,15.0,21.0,16.0,36.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,3.0,3.0,4.0,5.83,5.33,6.33,5.17,5.5,5.0,3.0,3.0,2.2,2.2,5.0,5.0,4.0,5.2,3.5,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
24,44.0,2.0,6.0,21.0,17.0,36.0,1.0,1.0,1.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,3.0,3.0,5.5,5.0,6.0,5.5,6.0,6.0,4.2,3.0,3.8,3.8,5.78,4.0,0.0,6.0,2.75,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
25,48.0,2.0,14.0,23.0,20.0,36.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,6.0,6.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,2.0,2.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0,6.0,3.0,1.0,5.0,6.0,5.0,5.0,4.0,6.0,1.0,3.0,0.0,1.0,2.0,5.0,3.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,6.67,6.67,4.67,5.0,6.0,3.33,3.8,2.0,2.0,3.8,3.11,5.2,1.4,4.2,2.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
26,42.0,2.0,11.0,15.0,40.0,36.0,1.0,1.0,1.0,6.0,5.0,6.0,5.0,4.0,4.0,3.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,4.0,5.0,3.0,6.0,6.0,7.0,7.0,5.0,4.0,4.0,4.0,4.0,5.08,6.0,6.0,5.83,5.0,5.67,4.2,4.0,3.6,3.4,5.0,5.0,3.4,6.2,4.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
