,Idx,Código,Município,Escola_resp_Quest,Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Numero_professores,Supervisiona,Licença_2semanas,Licença_ano,trab1,trab2,trab3,trab4,trab5,trab6,trab7,trab8,trab9,trab10,trab11,trab12,trab13,trab14,trab15,trab16,trab17,trab18,trab19,trab20,trab21,trab22,trab23,trab24,trab25,trab26,trab27,trab28,trab29,trab30,trab31,trab32,atitrab1,atitrab2,atitrab3,atitrab4,atitrab5,atitrab6,atitrab7,atitrab8,atitrab9,atitrab10,atitrab11,atitrab12,atitrab13,atitrab14,atitrab15,atitrab16,atitrab17,atitrab18,atitrab19,atitrab20,be1,be2,be3,be4,be5,be6,be7,be8,be9,be10,be11,be12,be13,be14,be15,be16,be17,be18,be19,bes1,bes2,bes3,bes4,bes5,saude1,saude2,saude3,saude4,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,Escolcod,NomeEscola,Munic,Indiv,Populacao,PIB,IDHM,PIBPer,INVperc,Turma,Alunos,Professores,Investimento,TAMesc
1904,2346,IVER600,Marau,E.M.E.F. Hygino C,37.0,2.0,5.0,8.0,40.0,,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,4.0,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0,2.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,7.0,7.0,6.33,7.0,7.0,7.0,4.4,4.4,4.2,4.25,5.22,5.4,4.2,5.6,5.0,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1905,2347,ANAN692,Marau,E.M.E.F. Hygino C,35.0,3.0,2.0,12.0,40.0,40.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,5.0,5.0,7.0,6.33,6.33,7.0,7.0,6.0,4.6,4.0,3.8,4.2,6.0,0.6,1.0,7.0,4.75,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1906,2348,MAAN696,Marau,E.M.E.F. Hygino C,62.0,3.0,2.0,7.0,40.0,40.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,7.0,7.0,7.0,6.0,7.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,0.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,7.0,6.33,5.33,7.0,7.0,6.67,5.0,5.0,4.6,4.4,5.67,5.4,4.4,5.6,4.0,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1907,2349,MAAG871,Marau,E.M.E.F. Hygino C,30.0,1.0,0.33,0.33,20.0,,1.0,1.0,1.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,1.0,5.0,6.0,,6.0,6.0,4.0,4.0,4.0,4.0,4.0,6.5,6.0,6.67,6.17,6.0,4.67,4.0,3.8,3.0,2.8,5.67,4.0,1.4,5.5,4.0,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1908,2350,AMJU254,Marau,E.M.E.F. Hygino C,52.0,6.0,10.0,30.0,,42.0,1.0,1.0,2.0,7.0,6.0,5.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,5.0,7.0,6.0,6.0,6.0,1.0,6.0,2.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,6.0,4.0,6.0,3.0,4.0,5.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,6.0,5.0,7.0,3.0,3.0,3.0,4.0,4.0,6.5,7.0,5.67,6.17,7.0,5.0,3.4,4.0,3.8,4.2,4.67,1.0,0.6,5.4,3.5,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1909,2351,ZEMA804,Marau,E.M.E.F. Hygino C,45.0,2.0,15.0,20.0,15.0,,1.0,1.0,1.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,1.0,6.0,3.0,6.0,7.0,7.0,7.0,7.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,6.0,3.0,0.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,0.0,5.0,5.0,5.0,6.0,5.0,1.0,6.0,3.0,3.0,6.0,6.0,4.0,3.0,3.0,3.0,6.25,6.33,3.33,6.67,6.0,6.0,3.4,3.2,2.6,3.8,4.22,4.2,4.4,4.8,3.25,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1910,2352,LEIL839,Marau,E.M.E.F. Hygino C,34.0,2.0,1.0,15.0,40.0,,1.0,1.0,2.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,3.0,2.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,1.0,2.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,1.0,5.0,5.0,5.0,5.0,4.0,0.0,5.0,3.0,0.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,6.58,5.33,3.33,5.0,3.0,4.33,3.4,4.4,1.8,1.8,1.22,4.8,1.6,2.2,2.25,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1911,852,ACJP306,Marau,E.M.E.F. Hygino P,38.0,2.0,1.0,7.0,40.0,47.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,4.0,3.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,4.0,4.0,7.0,7.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,6.25,5.0,3.33,5.5,7.0,3.33,4.2,3.8,3.2,3.6,5.33,3.6,0.2,3.4,3.0,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1912,859,ANAN692,Marau,E.M.E.F. Hygino P,34.0,3.0,1.0,15.0,40.0,47.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,1.0,1.0,1.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,7.0,6.0,7.0,7.0,7.0,4.0,3.0,3.0,4.0,7.0,6.67,6.33,6.67,7.0,5.0,5.0,3.8,2.8,4.4,5.89,0.25,1.4,6.8,3.5,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1913,862,ANPE248,Marau,E.M.E.F. Hygino P,42.0,2.0,2.0,9.0,60.0,47.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,1.0,7.0,6.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,1.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,6.58,6.0,4.33,5.83,6.5,5.0,4.4,1.8,2.8,4.6,5.67,1.4,0.0,5.2,4.25,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1914,870,CAAD521,Marau,E.M.E.F. Hygino P,42.0,2.0,5.0,9.0,40.0,47.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,4.0,1.0,3.0,4.0,5.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,6.83,7.0,6.0,6.33,7.0,6.0,4.4,2.2,3.0,3.4,5.78,1.0,0.2,4.4,3.0,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1915,886,DOTE871,Marau,E.M.E.F. Hygino P,43.0,2.0,4.0,10.0,25.0,47.0,1.0,1.0,1.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,1.0,4.0,3.0,,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,4.0,3.0,5.75,5.0,5.0,5.67,6.0,6.0,3.4,4.0,3.0,3.6,4.89,5.6,4.4,6.0,3.25,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1916,895,ELMI672,Marau,E.M.E.F. Hygino P,35.0,3.0,6.0,14.0,40.0,47.0,1.0,1.0,1.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,2.0,2.0,1.0,7.0,6.0,6.0,5.0,7.0,5.0,2.0,2.0,3.0,5.0,1.0,2.0,4.0,5.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,6.0,5.0,6.0,6.0,3.0,2.0,3.0,2.0,2.0,6.67,6.0,5.67,6.17,6.5,6.0,4.6,2.2,2.2,4.0,5.56,3.0,1.0,5.2,2.25,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1917,898,ERNE919,Marau,E.M.E.F. Hygino P,39.0,2.0,9.0,16.0,40.0,47.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,4.0,4.0,5.0,7.0,7.0,7.0,6.0,7.0,6.0,1.0,1.0,2.0,7.0,7.0,6.0,6.0,6.0,5.0,3.0,2.0,5.0,5.0,3.0,2.0,4.0,5.0,1.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,6.0,3.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,6.92,6.0,4.33,6.67,7.0,6.0,4.6,2.4,2.4,4.2,4.78,5.2,0.4,2.8,3.5,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1918,904,GIEZ547,Marau,E.M.E.F. Hygino P,42.0,2.0,2.0,4.0,20.0,47.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,2.0,2.0,1.0,7.0,7.0,7.0,6.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,5.0,1.0,3.0,4.0,4.0,1.0,1.0,5.0,3.0,3.0,5.0,3.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.75,6.67,5.67,5.83,7.0,6.33,4.0,2.6,2.8,3.8,5.67,2.0,0.0,5.2,4.75,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1919,913,IRIR600,Marau,E.M.E.F. Hygino P,57.0,3.0,10.0,20.0,40.0,47.0,1.0,2.0,2.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,5.0,3.0,5.0,7.0,7.0,6.0,7.0,7.0,2.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0,5.0,6.0,2.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,6.92,5.33,4.33,6.0,7.0,7.0,4.2,3.2,4.4,4.6,4.67,2.2,0.2,1.6,1.0,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1920,919,IUDB687,Marau,E.M.E.F. Hygino P,44.0,2.0,1.0,15.0,20.0,47.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,6.0,7.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,4.0,3.0,1.0,4.0,4.0,5.0,6.0,3.0,3.0,3.0,3.0,4.0,1.25,1.67,1.33,1.33,1.0,2.0,4.4,3.0,3.6,3.0,5.11,4.6,1.6,4.4,3.25,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
1921,920,IVER600,Marau,E.M.E.F. Hygino P,36.0,2.0,5.0,7.0,20.0,47.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,7.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,3.0,0.0,0.0,6.0,5.0,4.0,5.0,1.0,3.0,3.0,4.0,4.0,6.83,5.67,4.33,5.67,5.5,4.33,3.8,2.6,2.2,3.6,3.11,6.0,0.6,4.2,3.5,58.0,E.M.E.F. Hygino P,8.0,433.0,44161.0,42104.57,0.774,0.95,2943.85,16.0,286.0,26.0,130003479.18000002,2.73
