,Idx,Código,Município,Escola_resp_Quest,Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Numero_professores,Supervisiona,Licença_2semanas,Licença_ano,trab1,trab2,trab3,trab4,trab5,trab6,trab7,trab8,trab9,trab10,trab11,trab12,trab13,trab14,trab15,trab16,trab17,trab18,trab19,trab20,trab21,trab22,trab23,trab24,trab25,trab26,trab27,trab28,trab29,trab30,trab31,trab32,atitrab1,atitrab2,atitrab3,atitrab4,atitrab5,atitrab6,atitrab7,atitrab8,atitrab9,atitrab10,atitrab11,atitrab12,atitrab13,atitrab14,atitrab15,atitrab16,atitrab17,atitrab18,atitrab19,atitrab20,be1,be2,be3,be4,be5,be6,be7,be8,be9,be10,be11,be12,be13,be14,be15,be16,be17,be18,be19,bes1,bes2,bes3,bes4,bes5,saude1,saude2,saude3,saude4,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,Escolcod,NomeEscola,Munic,Indiv,Populacao,PIB,IDHM,PIBPer,INVperc,Turma,Alunos,Professores,Investimento,TAMesc
236,3270,ELRO076,Erechim,E.M.E.F. Cristo R,26.0,2.0,2.0,3.0,40.0,51.0,1.0,1.0,1.0,,,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,7.0,5.0,4.0,4.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,1.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,7.0,6.0,6.0,6.0,6.0,3.0,3.0,4.0,4.0,5.1,4.67,4.33,4.67,4.0,4.67,4.0,3.6,3.8,3.8,5.56,1.6,2.6,6.2,3.5,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
237,3271,IVJO021,Erechim,E.M.E.F. Cristo R,33.0,3.0,15.0,15.0,40.0,51.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,2.0,2.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,2.0,7.0,7.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,0.0,0.0,5.0,5.0,6.0,6.0,5.0,4.0,3.0,4.0,3.0,7.0,6.33,3.33,6.5,7.0,2.67,3.6,2.5,2.6,3.4,4.78,4.6,2.0,5.4,3.5,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
238,3272,CACO325,Erechim,E.M.E.F. Cristo R,68.0,1.0,17.0,40.0,4.0,54.0,1.0,1.0,1.0,,5.0,6.0,6.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,4.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,0.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,5.0,4.0,4.0,4.0,5.73,3.0,3.67,5.5,6.0,6.0,4.4,4.4,4.0,4.4,4.78,4.8,5.4,6.4,4.25,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
239,3273,SEAD595,Erechim,E.M.E.F. Cristo R,34.0,2.0,1.0,10.0,8.0,51.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,6.0,5.0,2.0,,3.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,6.33,6.33,5.33,5.33,5.0,5.33,4.6,2.4,3.5,3.6,5.44,0.5,0.6,5.6,4.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
240,3274,ADAT736,Erechim,E.M.E.F. Cristo R,52.0,1.0,3.0,26.0,40.0,51.0,1.0,1.0,1.0,7.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,7.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,4.0,6.42,6.67,6.67,6.0,6.5,6.0,4.6,3.6,3.75,4.4,6.0,1.5,0.2,6.8,4.75,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
241,3275,SOSI513,Erechim,E.M.E.F. Cristo R,44.0,2.0,5.0,25.0,40.0,51.0,1.0,1.0,1.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,5.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.4,3.8,3.6,4.2,5.89,1.6,0.0,5.4,4.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
242,3276,LOAD352,Erechim,E.M.E.F. Cristo R,29.0,5.0,2.0,9.0,40.0,51.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,,6.0,2.0,2.0,2.0,6.0,6.0,5.0,5.0,6.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,,4.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,6.0,2.0,6.0,6.0,2.0,5.0,5.0,5.0,5.0,6.0,5.67,5.33,6.0,6.0,5.33,3.6,3.25,3.8,3.8,5.44,1.0,1.0,4.4,5.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
243,3277,DEED332,Erechim,E.M.E.F. Cristo R,34.0,2.0,2.0,9.0,40.0,51.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,6.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,6.0,7.0,7.0,6.0,3.0,3.0,3.0,3.0,7.0,6.33,5.67,7.0,7.0,5.33,4.0,2.8,3.6,3.4,5.0,1.2,0.2,6.2,3.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
244,3278,LIJU848,Erechim,E.M.E.F. Cristo R,45.0,2.0,16.0,16.0,20.0,51.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,1.0,1.0,1.0,6.0,7.0,6.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,6.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,6.0,,5.0,6.0,6.0,3.0,3.0,4.0,3.0,7.0,6.33,6.33,6.17,6.5,6.0,3.6,3.6,3.0,2.6,4.44,2.4,0.2,5.75,3.25,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
245,3279,BAJO123,Erechim,E.M.E.F. Cristo R,60.0,2.0,20.0,42.0,20.0,51.0,1.0,1.0,2.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,4.0,1.0,6.0,,0.0,0.0,6.0,1.0,0.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.17,5.67,6.0,6.0,6.0,6.0,4.8,4.0,3.8,3.8,6.0,3.0,1.4,6.0,5.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
246,3280,INAL174,Erechim,E.M.E.F. Cristo R,63.0,3.0,18.0,42.0,40.0,51.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,1.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,6.0,6.0,7.0,7.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,6.92,6.67,3.67,7.0,3.5,6.67,4.8,3.8,3.4,4.4,6.0,0.2,0.0,7.0,5.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
247,3281,MAGA337,Erechim,E.M.E.F. Cristo R,42.0,2.0,15.0,18.0,20.0,51.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,,1.0,1.0,7.0,7.0,6.0,6.0,6.0,5.0,3.0,5.0,3.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,7.0,6.67,5.0,6.5,7.0,6.0,4.4,2.8,4.2,3.4,5.0,2.8,0.4,5.2,4.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
248,3282,SAJA473,Erechim,E.M.E.F. Cristo R,32.0,1.0,8.0,9.0,20.0,51.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,7.0,6.0,4.0,4.0,4.0,5.0,6.75,6.0,6.0,6.5,6.0,6.0,4.4,3.4,3.4,3.8,5.89,2.8,0.2,6.2,4.25,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
249,3283,GEGE396,Erechim,E.M.E.F. Cristo R,25.0,6.0,3.0,6.0,20.0,51.0,2.0,1.0,1.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,6.0,5.0,5.0,6.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,,3.0,0.0,1.0,2.0,3.0,2.0,5.0,6.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,6.42,6.0,6.67,5.5,3.5,5.33,3.8,3.0,3.4,3.2,5.44,5.0,1.6,4.6,2.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
250,3284,MAAN256,Erechim,E.M.E.F. Cristo R,46.0,1.0,3.0,4.0,40.0,51.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,6.0,6.0,,6.0,0.0,6.0,6.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,6.92,6.33,5.67,6.33,6.0,6.0,4.2,1.6,3.4,3.8,5.13,1.0,1.4,6.0,4.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
251,3285,HORI228,Erechim,E.M.E.F. Cristo R,41.0,1.0,3.0,20.0,40.0,51.0,1.0,1.0,1.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,3.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,2.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,2.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,6.0,4.0,4.0,3.0,4.0,3.0,3.0,6.89,6.33,4.67,5.83,6.0,6.0,4.4,3.6,2.8,2.8,5.22,0.2,0.4,4.8,3.25,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
252,3286,RILI802,Erechim,E.M.E.F. Cristo R,38.0,2.0,1.0,4.0,40.0,51.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,4.0,7.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,7.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,0.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,2.0,3.0,6.75,7.0,5.0,6.17,6.0,4.33,4.2,1.4,1.8,2.2,4.33,5.2,0.0,5.6,3.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
253,3287,TENE286,Erechim,E.M.E.F. Cristo R,64.0,1.0,3.0,10.0,40.0,51.0,1.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,1.0,7.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,5.0,,3.0,4.0,5.0,2.0,2.0,2.0,5.0,2.0,,4.0,6.0,6.0,6.0,,6.0,6.0,5.0,6.0,6.0,1.0,6.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,6.0,6.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,5.33,5.67,7.0,7.0,6.0,5.0,2.75,2.75,3.4,5.88,1.4,2.4,6.4,4.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
254,3288,EDDI437,Erechim,E.M.E.F. Cristo R,31.0,2.0,6.0,8.0,13.0,51.0,2.0,1.0,2.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,2.0,2.0,1.0,6.0,6.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,3.0,6.0,0.0,0.0,1.0,2.0,1.0,6.0,4.0,5.0,6.0,6.0,2.0,3.0,2.0,2.0,6.25,5.67,5.33,5.83,6.0,5.0,3.6,2.4,3.4,3.8,4.33,5.4,0.8,5.4,2.25,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
255,3289,EDCL879,Erechim,E.M.E.F. Cristo R,38.0,2.0,2.0,16.0,,51.0,2.0,1.0,1.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,1.0,2.0,2.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,5.0,,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,,1.0,3.0,0.0,0.0,6.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,6.25,6.0,6.33,5.67,5.0,5.67,4.75,3.4,3.4,4.4,4.78,3.0,1.0,5.6,4.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
256,3290,NEJO189,Erechim,E.M.E.F. Cristo R,21.0,5.0,2.0,4.0,40.0,51.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,3.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,1.0,2.0,2.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,4.0,3.0,5.0,5.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0,5.0,5.0,5.0,7.0,6.0,3.0,4.0,4.0,4.0,6.58,4.67,6.67,5.67,5.5,6.0,4.2,3.6,4.0,3.8,5.22,3.8,1.0,5.6,3.75,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
257,3291,MALI419,Erechim,E.M.E.F. Cristo R,36.0,2.0,3.0,9.0,40.0,51.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,,6.0,1.0,1.0,7.0,7.0,7.0,6.0,6.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,2.0,4.0,5.0,,2.0,5.0,4.0,2.0,5.0,2.0,3.0,5.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,5.0,6.0,0.0,0.0,,,,5.0,0.0,6.0,5.0,6.0,7.0,6.0,5.0,4.0,4.0,4.0,6.83,6.67,6.0,6.6,7.0,6.33,4.0,3.8,3.0,3.2,5.89,2.2,2.5,6.0,4.25,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
258,3292,LELI014,Erechim,E.M.E.F. Cristo R,52.0,2.0,17.0,23.0,40.0,51.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,1.0,1.0,7.0,5.0,6.0,7.0,7.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,1.0,3.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,7.0,7.0,5.0,6.33,6.0,6.67,4.2,4.2,4.2,4.0,5.44,2.0,1.4,6.0,4.0,41.0,E.M.E.F. Cristo R,2.0,62.0,105862.0,41645.090000000026,0.7760000000000005,0.3900000000000003,2861.339999999998,36.0,433.0,44.0,302907244.0699998,4.939999999999999
259,48,ALOD824,Erechim,E.M.E.F. D. Pedro,29.0,3.0,1.0,5.0,40.0,52.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,4.0,2.0,4.0,3.0,5.0,6.0,5.0,6.0,5.0,4.0,1.0,1.0,1.0,6.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,6.0,4.67,3.0,5.17,5.5,4.33,4.0,3.0,2.6,3.0,4.33,4.8,3.4,3.0,3.5,42.0,E.M.E.F. D. Pedro,2.0,85.5,105862.0,41645.09000000002,0.7760000000000001,0.3900000000000002,2861.3399999999974,23.0,595.0,54.0,302907244.0699998,5.139999999999994
260,54,ANFR168,Erechim,E.M.E.F. D. Pedro,45.0,1.0,1.0,,20.0,52.0,1.0,1.0,1.0,5.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,3.0,3.0,2.0,2.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,0.0,0.0,2.0,2.0,2.0,6.0,5.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,5.42,4.0,2.33,5.17,4.0,5.0,4.2,3.0,2.0,2.4,4.56,5.8,1.2,5.8,3.0,42.0,E.M.E.F. D. Pedro,2.0,85.5,105862.0,41645.09000000002,0.7760000000000001,0.3900000000000002,2861.3399999999974,23.0,595.0,54.0,302907244.0699998,5.139999999999994
